symbol	geneid	oe_lof	oe_mis	pLI	pRec	pNull
SRD5A1	ENSG00000145545	7.3914e-01	8.6405e-01	1.1557e-05	6.0632e-01	3.9367e-01
SRD5A3	79644	5.3945e-01	8.3260e-01	2.4941e-04	9.3234e-01	6.7410e-02
SRD5A3	ENSG00000128039	5.3945e-01	8.3260e-01	2.4941e-04	9.3234e-01	6.7410e-02
SREBF1	6720	2.7764e-01	7.8904e-01	1.4708e-02	9.8529e-01	3.7086e-07
SREBF1	ENSG00000072310	2.7764e-01	7.8904e-01	1.4708e-02	9.8529e-01	3.7086e-07
SREBF2	6721	2.3586e-01	9.2526e-01	2.0734e-01	7.9266e-01	4.8876e-09
SREBF2	ENSG00000198911	2.3586e-01	9.2526e-01	2.0734e-01	7.9266e-01	4.8876e-09
SREK1	140890	1.6698e-01	6.5841e-01	9.1480e-01	8.5205e-02	1.8259e-07
SREK1	ENSG00000153914	1.6698e-01	6.5841e-01	9.1480e-01	8.5205e-02	1.8259e-07
SREK1IP1	285672	2.1786e-01	7.8447e-01	3.8710e-01	6.0396e-01	8.9388e-03
SREK1IP1	ENSG00000153006	2.1786e-01	7.8447e-01	3.8710e-01	6.0396e-01	8.9388e-03
SRF	6722	6.3266e-02	5.1018e-01	9.7545e-01	2.4544e-02	4.7915e-06
SRF	ENSG00000112658	6.3266e-02	5.1018e-01	9.7545e-01	2.4544e-02	4.7915e-06
SRFBP1	153443	8.5726e-01	1.3146e+00	7.1253e-12	1.2953e-01	8.7047e-01
SRFBP1	ENSG00000151304	8.5726e-01	1.3146e+00	7.1253e-12	1.2953e-01	8.7047e-01
SRGAP1	57522	1.4781e-01	7.4790e-01	9.9845e-01	1.5470e-03	7.6641e-14
SRGAP1	ENSG00000196935	1.4781e-01	7.4790e-01	9.9845e-01	1.5470e-03	7.6641e-14
SRGAP2	23380	1.5787e-01	6.0426e-01	9.7679e-01	2.3207e-02	1.4152e-09
SRGAP2	ENSG00000163486	1.5787e-01	6.0426e-01	9.7679e-01	2.3207e-02	1.4152e-09
SRGAP3	9901	1.2934e-01	7.7017e-01	9.9970e-01	2.9819e-04	6.8548e-15
SRGAP3	ENSG00000196220	1.2934e-01	7.7017e-01	9.9970e-01	2.9819e-04	6.8548e-15
SRGN	5552	0.0000e+00	8.2527e-01	6.9656e-01	2.8798e-01	1.5462e-02
SRGN	ENSG00000122862	0.0000e+00	8.2527e-01	6.9656e-01	2.8798e-01	1.5462e-02
SRI	6717	9.5128e-01	9.9722e-01	3.4837e-10	9.4541e-02	9.0546e-01
SRI	ENSG00000075142	9.5128e-01	9.9722e-01	3.4837e-10	9.4541e-02	9.0546e-01
SRL	6345	7.6183e-01	9.2129e-01	8.0004e-08	4.9413e-01	5.0587e-01
SRL	ENSG00000185739	7.6183e-01	9.2129e-01	8.0004e-08	4.9413e-01	5.0587e-01
SRM	6723	2.4947e-01	4.5941e-01	2.3479e-01	7.6388e-01	1.3296e-03
SRM	ENSG00000116649	2.4947e-01	4.5941e-01	2.3479e-01	7.6388e-01	1.3296e-03
SRMS	6725	1.0290e+00	9.9879e-01	1.2721e-12	2.5499e-02	9.7450e-01
SRMS	ENSG00000125508	1.0290e+00	9.9879e-01	1.2721e-12	2.5499e-02	9.7450e-01
SRP14	6727	0.0000e+00	7.2064e-01	8.7497e-01	1.2361e-01	1.4204e-03
SRP14	ENSG00000140319	0.0000e+00	7.2064e-01	8.7497e-01	1.2361e-01	1.4204e-03
SRP19	6728	4.7617e-01	9.1881e-01	6.9014e-03	9.2520e-01	6.7894e-02
SRP19	ENSG00000153037	4.7617e-01	9.1881e-01	6.9014e-03	9.2520e-01	6.7894e-02
SRP54	6729	6.9654e-02	4.0822e-01	9.9895e-01	1.0472e-03	4.3132e-10
SRP54	ENSG00000100883	6.9654e-02	4.0822e-01	9.9895e-01	1.0472e-03	4.3132e-10
SRP68	6730	2.6654e-01	7.0072e-01	4.5673e-02	9.5433e-01	1.6469e-06
SRP68	ENSG00000167881	2.6654e-01	7.0072e-01	4.5673e-02	9.5433e-01	1.6469e-06
SRP72	6731	3.1069e-01	8.4623e-01	1.7104e-03	9.9829e-01	1.7017e-06
SRP72	ENSG00000174780	3.1069e-01	8.4623e-01	1.7104e-03	9.9829e-01	1.7017e-06
SRP9	6726	1.9091e-01	5.4254e-01	4.1934e-01	5.4939e-01	3.1268e-02
SRP9	ENSG00000143742	1.9091e-01	5.4254e-01	4.1934e-01	5.4939e-01	3.1268e-02
SRPK1	6732	3.8822e-01	7.1017e-01	1.9100e-05	9.9994e-01	4.4427e-05
SRPK1	ENSG00000096063	3.8822e-01	7.1017e-01	1.9100e-05	9.9994e-01	4.4427e-05
SRPK2	6733	1.2789e-01	5.9804e-01	9.9697e-01	3.0286e-03	4.7621e-11
SRPK2	ENSG00000135250	1.2789e-01	5.9804e-01	9.9697e-01	3.0286e-03	4.7621e-11
SRPK3	26576	2.3547e-01	9.9468e-01	2.9235e-01	7.0749e-01	1.6292e-04
SRPK3	ENSG00000184343	2.3547e-01	9.9468e-01	2.9235e-01	7.0749e-01	1.6292e-04
SRPR	6734	1.8549e-01	8.3479e-01	7.7836e-01	2.2164e-01	2.3633e-06
SRPR	ENSG00000182934	1.8549e-01	8.3479e-01	7.7836e-01	2.2164e-01	2.3633e-06
SRPRB	58477	4.1897e-01	1.0013e+00	5.8306e-03	9.7432e-01	1.9851e-02
SRPRB	ENSG00000144867	4.1897e-01	1.0013e+00	5.8306e-03	9.7432e-01	1.9851e-02
SRPX	8406	4.1209e-01	1.1299e+00	3.0756e-03	9.8655e-01	1.0373e-02
SRPX	ENSG00000101955	4.1209e-01	1.1299e+00	3.0756e-03	9.8655e-01	1.0373e-02
SRPX2	27286	2.8646e-01	9.5642e-01	4.8120e-02	9.5170e-01	1.8320e-04
SRPX2	ENSG00000102359	2.8646e-01	9.5642e-01	4.8120e-02	9.5170e-01	1.8320e-04
SRR	63826	4.1942e-01	8.1590e-01	5.7964e-03	9.7419e-01	2.0013e-02
SRR	ENSG00000167720	4.1942e-01	8.1590e-01	5.7964e-03	9.7419e-01	2.0013e-02
SRRD	402055	9.8510e-01	1.1022e+00	1.8029e-08	1.3291e-01	8.6709e-01
SRRD	ENSG00000100104	9.8510e-01	1.1022e+00	1.8029e-08	1.3291e-01	8.6709e-01
SRRM1	10250	5.6430e-02	8.2028e-01	1.0000e+00	5.8252e-07	1.0288e-18
SRRM1	ENSG00000133226	5.6430e-02	8.2028e-01	1.0000e+00	5.8252e-07	1.0288e-18
SRRM2	23524	6.2848e-02	1.4308e+00	1.0000e+00	1.4933e-13	1.5198e-37
SRRM2	ENSG00000167978	6.2848e-02	1.4308e+00	1.0000e+00	1.4933e-13	1.5198e-37
SRRM3	222183	2.4957e-01	7.6367e-01	2.0868e-01	7.9097e-01	3.4690e-04
SRRM3	ENSG00000177679	2.4957e-01	7.6367e-01	2.0868e-01	7.9097e-01	3.4690e-04
SRRM4	84530	2.1850e-01	8.0106e-01	4.6456e-01	5.3544e-01	1.7402e-06
SRRM4	ENSG00000139767	2.1850e-01	8.0106e-01	4.6456e-01	5.3544e-01	1.7402e-06
SRRM5	100170229	NA	8.4136e-01	NA	NA	NA
SRRM5	ENSG00000226763	NA	8.4136e-01	NA	NA	NA
SRRT	51593	2.1433e-01	6.5464e-01	5.9362e-01	4.0638e-01	5.1789e-09
SRRT	ENSG00000087087	2.1433e-01	6.5464e-01	5.9362e-01	4.0638e-01	5.1789e-09
SRSF1	6426	0.0000e+00	1.3322e-01	9.8268e-01	1.7308e-02	1.0006e-05
SRSF1	ENSG00000136450	0.0000e+00	1.3322e-01	9.8268e-01	1.7308e-02	1.0006e-05
SRSF10	10772	0.0000e+00	5.1447e-01	4.2275e-01	4.7182e-01	1.0543e-01
SRSF10	ENSG00000188529	0.0000e+00	5.1447e-01	4.2275e-01	4.7182e-01	1.0543e-01
SRSF11	9295	7.3903e-02	5.8381e-01	9.9806e-01	1.9398e-03	1.9387e-09
SRSF11	ENSG00000116754	7.3903e-02	5.8381e-01	9.9806e-01	1.9398e-03	1.9387e-09
SRSF12	135295	3.4255e-01	7.4879e-01	3.3102e-02	9.5910e-01	7.8021e-03
SRSF12	ENSG00000154548	3.4255e-01	7.4879e-01	3.3102e-02	9.5910e-01	7.8021e-03
SRSF2	6427	1.7115e-01	3.7263e-01	4.7898e-01	5.0044e-01	2.0582e-02
SRSF2	ENSG00000161547	1.7115e-01	3.7263e-01	4.7898e-01	5.0044e-01	2.0582e-02
SRSF3	6428	0.0000e+00	1.6738e-01	9.6323e-01	3.6702e-02	6.4252e-05
SRSF3	ENSG00000112081	0.0000e+00	1.6738e-01	9.6323e-01	3.6702e-02	6.4252e-05
SRSF4	6429	1.6525e-01	6.2681e-01	8.6723e-01	1.3277e-01	2.8703e-06
SRSF4	ENSG00000116350	1.6525e-01	6.2681e-01	8.6723e-01	1.3277e-01	2.8703e-06
SRSF5	6430	1.7698e-01	7.1613e-01	6.9255e-01	3.0730e-01	1.5131e-04
SRSF5	ENSG00000100650	1.7698e-01	7.1613e-01	6.9255e-01	3.0730e-01	1.5131e-04
SRSF6	6431	1.4287e-01	7.8973e-01	9.1099e-01	8.9005e-02	4.9895e-06
SRSF6	ENSG00000124193	1.4287e-01	7.8973e-01	9.1099e-01	8.9005e-02	4.9895e-06
SRSF7	6432	9.4935e-02	3.7118e-01	9.8203e-01	1.7971e-02	4.4938e-07
SRSF7	ENSG00000115875	9.4935e-02	3.7118e-01	9.8203e-01	1.7971e-02	4.4938e-07
SRSF9	8683	1.6795e-01	3.9624e-01	6.3924e-01	3.5953e-01	1.2296e-03
SRSF9	ENSG00000111786	1.6795e-01	3.9624e-01	6.3924e-01	3.5953e-01	1.2296e-03
SRXN1	140809	4.9856e-01	8.9320e-01	6.9723e-02	7.5174e-01	1.7853e-01
SRXN1	ENSG00000271303	4.9856e-01	8.9320e-01	6.9723e-02	7.5174e-01	1.7853e-01
SRY	6736	NA	1.0827e+00	NA	NA	NA
SRY	ENSG00000184895	NA	1.0827e+00	NA	NA	NA
SS18	6760	1.9428e-01	8.0661e-01	7.4566e-01	2.5434e-01	7.1112e-07
SS18	ENSG00000141380	1.9428e-01	8.0661e-01	7.4566e-01	2.5434e-01	7.1112e-07
SS18L1	26039	1.3366e-01	7.2359e-01	9.8229e-01	1.7707e-02	1.7741e-08
SS18L1	ENSG00000184402	1.3366e-01	7.2359e-01	9.8229e-01	1.7707e-02	1.7741e-08
SS18L2	51188	6.5987e-01	9.0410e-01	1.5480e-02	7.1089e-01	2.7363e-01
SS18L2	ENSG00000008324	6.5987e-01	9.0410e-01	1.5480e-02	7.1089e-01	2.7363e-01
SSB	6741	2.7512e-01	7.0326e-01	8.9615e-02	9.1005e-01	3.3246e-04
SSB	ENSG00000138385	2.7512e-01	7.0326e-01	8.9615e-02	9.1005e-01	3.3246e-04
SSBP1	6742	4.5789e-01	6.6099e-01	3.6396e-03	9.5881e-01	3.7554e-02
SSBP1	ENSG00000106028	4.5789e-01	6.6099e-01	3.6396e-03	9.5881e-01	3.7554e-02
SSBP2	23635	7.4954e-02	5.0466e-01	9.9777e-01	2.2350e-03	2.7388e-09
SSBP2	ENSG00000145687	7.4954e-02	5.0466e-01	9.9777e-01	2.2350e-03	2.7388e-09
SSBP3	23648	6.2741e-02	4.9595e-01	9.9968e-01	3.2098e-04	2.4180e-11
SSBP3	ENSG00000157216	6.2741e-02	4.9595e-01	9.9968e-01	3.2098e-04	2.4180e-11
SSBP3-AS1	ENSG00000198711	NA	8.8070e-01	NA	NA	NA
SSBP4	170463	2.2568e-01	9.3775e-01	3.7022e-01	6.2977e-01	1.7689e-05
SSBP4	ENSG00000130511	2.2568e-01	9.3775e-01	3.7022e-01	6.2977e-01	1.7689e-05
SSC5D	284297	8.4775e-01	8.5482e-01	8.1581e-23	1.2533e-02	9.8747e-01
SSC5D	ENSG00000179954	8.4775e-01	8.5482e-01	8.1581e-23	1.2533e-02	9.8747e-01
SSFA2	6744	3.7815e-01	1.0445e+00	5.3472e-07	1.0000e+00	5.1755e-07
SSFA2	ENSG00000138434	3.7815e-01	1.0445e+00	5.3472e-07	1.0000e+00	5.1755e-07
SSH1	54434	3.3454e-01	8.8390e-01	3.3003e-04	9.9967e-01	3.6676e-06
SSH1	ENSG00000084112	3.3454e-01	8.8390e-01	3.3003e-04	9.9967e-01	3.6676e-06
SSH2	85464	1.6386e-01	8.0112e-01	9.9684e-01	3.1617e-03	1.7939e-14
SSH2	ENSG00000141298	1.6386e-01	8.0112e-01	9.9684e-01	3.1617e-03	1.7939e-14
SSH3	54961	7.3394e-01	9.1612e-01	3.4726e-14	4.5661e-01	5.4339e-01
SSH3	ENSG00000172830	7.3394e-01	9.1612e-01	3.4726e-14	4.5661e-01	5.4339e-01
SSMEM1	136263	1.6019e+00	8.6004e-01	2.7770e-14	1.4026e-03	9.9860e-01
SSMEM1	ENSG00000165120	1.6019e+00	8.6004e-01	2.7770e-14	1.4026e-03	9.9860e-01
SSNA1	8636	1.0515e+00	1.2063e+00	3.3383e-04	3.8373e-01	6.1593e-01
SSNA1	ENSG00000176101	1.0515e+00	1.2063e+00	3.3383e-04	3.8373e-01	6.1593e-01
SSPN	8082	4.5585e-01	7.5279e-01	3.9646e-02	8.5058e-01	1.0978e-01
SSPN	ENSG00000123096	4.5585e-01	7.5279e-01	3.9646e-02	8.5058e-01	1.0978e-01
SSR1	6745	2.4183e-01	6.6323e-01	2.7060e-01	7.2844e-01	9.6598e-04
SSR1	ENSG00000124783	2.4183e-01	6.6323e-01	2.7060e-01	7.2844e-01	9.6598e-04
SSR2	6746	2.6456e-01	7.3936e-01	2.1478e-01	7.7742e-01	7.7940e-03
SSR2	ENSG00000163479	2.6456e-01	7.3936e-01	2.1478e-01	7.7742e-01	7.7940e-03
SSR3	6747	1.1259e-01	7.7903e-01	7.4736e-01	2.5063e-01	2.0161e-03
SSR3	ENSG00000114850	1.1259e-01	7.7903e-01	7.4736e-01	2.5063e-01	2.0161e-03
SSR4	6748	0.0000e+00	7.1135e-01	8.7499e-01	1.2359e-01	1.4198e-03
SSR4	ENSG00000180879	0.0000e+00	7.1135e-01	8.7499e-01	1.2359e-01	1.4198e-03
SSRP1	6749	1.3070e-01	4.4717e-01	9.9585e-01	4.1454e-03	1.0246e-10
SSRP1	ENSG00000149136	1.3070e-01	4.4717e-01	9.9585e-01	4.1454e-03	1.0246e-10
SSSCA1	10534	1.0603e+00	8.4682e-01	1.8426e-07	1.4038e-01	8.5962e-01
SSSCA1	ENSG00000173465	1.0603e+00	8.4682e-01	1.8426e-07	1.4038e-01	8.5962e-01
SST	6750	2.2587e-01	7.7334e-01	3.4128e-01	6.0547e-01	5.3258e-02
SST	ENSG00000157005	2.2587e-01	7.7334e-01	3.4128e-01	6.0547e-01	5.3258e-02
SSTR1	6751	1.1260e-01	7.8346e-01	7.4730e-01	2.5068e-01	2.0173e-03
SSTR1	ENSG00000139874	1.1260e-01	7.8346e-01	7.4730e-01	2.5068e-01	2.0173e-03
SSTR2	6752	2.0412e-01	7.9878e-01	4.4416e-01	5.5000e-01	5.8413e-03
SSTR2	ENSG00000180616	2.0412e-01	7.9878e-01	4.4416e-01	5.5000e-01	5.8413e-03
SSTR3	6753	7.6278e-01	8.1524e-01	9.9007e-05	5.8929e-01	4.1061e-01
SSTR3	ENSG00000183473	7.6278e-01	8.1524e-01	9.9007e-05	5.8929e-01	4.1061e-01
SSTR4	6754	1.8418e+00	1.0397e+00	3.6978e-13	1.7374e-03	9.9826e-01
SSTR4	ENSG00000132671	1.8418e+00	1.0397e+00	3.6978e-13	1.7374e-03	9.9826e-01
SSTR5	6755	7.8365e-01	9.5072e-01	9.5544e-04	5.9801e-01	4.0103e-01
SSTR5	ENSG00000162009	7.8365e-01	9.5072e-01	9.5544e-04	5.9801e-01	4.0103e-01
SSU72	29101	1.0707e-01	3.2044e-01	7.7861e-01	2.2000e-01	1.3839e-03
SSU72	ENSG00000160075	1.0707e-01	3.2044e-01	7.7861e-01	2.2000e-01	1.3839e-03
SSUH2	51066	7.8819e-01	1.0844e+00	3.9939e-10	3.3518e-01	6.6482e-01
SSUH2	ENSG00000125046	7.8819e-01	1.0844e+00	3.9939e-10	3.3518e-01	6.6482e-01
SSX1	6756	6.5019e+00	2.4531e+00	3.6857e-45	8.3725e-14	1.0000e+00
SSX1	ENSG00000126752	6.5019e+00	2.4531e+00	3.6857e-45	8.3725e-14	1.0000e+00
SSX2IP	117178	5.4675e-01	9.4059e-01	2.3070e-09	9.9373e-01	6.2669e-03
SSX2IP	ENSG00000117155	5.4675e-01	9.4059e-01	2.3070e-09	9.9373e-01	6.2669e-03
SSX3	10214	5.6104e-01	1.1525e+00	9.0260e-03	8.2059e-01	1.7039e-01
SSX3	ENSG00000165584	5.6104e-01	1.1525e+00	9.0260e-03	8.2059e-01	1.7039e-01
SSX4	6759	0.0000e+00	1.2696e+00	5.2030e-01	4.2057e-01	5.9134e-02
SSX4	ENSG00000204645	0.0000e+00	1.2696e+00	5.2030e-01	4.2057e-01	5.9134e-02
SSX4B	548313	4.7678e-01	1.0486e+00	1.5282e-01	6.4801e-01	1.9917e-01
SSX4B	ENSG00000198946	4.7678e-01	1.0486e+00	1.5282e-01	6.4801e-01	1.9917e-01
SSX5	6758	1.2449e+00	1.3716e+00	1.0514e-08	5.2063e-02	9.4794e-01
SSX5	ENSG00000165583	1.2449e+00	1.3716e+00	1.0514e-08	5.2063e-02	9.4794e-01
SSX7	280658	1.1247e+00	1.6397e+00	2.6848e-06	1.7989e-01	8.2011e-01
SSX7	ENSG00000187754	1.1247e+00	1.6397e+00	2.6848e-06	1.7989e-01	8.2011e-01
ST13	6767	1.9701e-01	8.1343e-01	6.6074e-01	3.3926e-01	8.4335e-06
ST13	ENSG00000100380	1.9701e-01	8.1343e-01	6.6074e-01	3.3926e-01	8.4335e-06
ST14	6768	2.1488e-01	8.4823e-01	5.6042e-01	4.3958e-01	3.3659e-08
ST14	ENSG00000149418	2.1488e-01	8.4823e-01	5.6042e-01	4.3958e-01	3.3659e-08
ST18	9705	1.5758e-01	9.7116e-01	9.9459e-01	5.4078e-03	1.6249e-12
ST18	ENSG00000147488	1.5758e-01	9.7116e-01	9.9459e-01	5.4078e-03	1.6249e-12
ST20	400410	0.0000e+00	9.8326e-01	3.7485e-01	4.8867e-01	1.3648e-01
ST20	ENSG00000180953	0.0000e+00	9.8326e-01	3.7485e-01	4.8867e-01	1.3648e-01
ST20-MTHFS	100528021	5.9061e-01	8.4176e-01	7.6321e-03	7.9294e-01	1.9943e-01
ST20-MTHFS	ENSG00000259332	5.9061e-01	8.4176e-01	7.6321e-03	7.9294e-01	1.9943e-01
ST3GAL1	6482	1.9140e-01	7.5052e-01	5.8269e-01	4.1691e-01	4.0761e-04
ST3GAL1	ENSG00000008513	1.9140e-01	7.5052e-01	5.8269e-01	4.1691e-01	4.0761e-04
ST3GAL2	6483	1.1231e-01	6.8616e-01	9.4170e-01	5.8293e-02	8.3868e-06
ST3GAL2	ENSG00000157350	1.1231e-01	6.8616e-01	9.4170e-01	5.8293e-02	8.3868e-06
ST3GAL3	6487	3.5592e-01	7.3620e-01	2.5598e-03	9.9687e-01	5.6699e-04
ST3GAL3	ENSG00000126091	3.5592e-01	7.3620e-01	2.5598e-03	9.9687e-01	5.6699e-04
ST3GAL4	6484	3.0771e-01	6.9050e-01	3.9802e-02	9.5899e-01	1.2113e-03
ST3GAL4	ENSG00000110080	3.0771e-01	6.9050e-01	3.9802e-02	9.5899e-01	1.2113e-03
ST3GAL5	8869	4.1877e-01	7.9671e-01	1.3115e-03	9.9146e-01	7.2236e-03
ST3GAL5	ENSG00000115525	4.1877e-01	7.9671e-01	1.3115e-03	9.9146e-01	7.2236e-03
ST3GAL6	10402	7.6457e-01	8.0674e-01	2.3272e-08	4.6905e-01	5.3095e-01
ST3GAL6	ENSG00000064225	7.6457e-01	8.0674e-01	2.3272e-08	4.6905e-01	5.3095e-01
ST5	6764	1.0840e-01	7.9983e-01	9.9996e-01	3.6208e-05	1.9919e-16
ST5	ENSG00000166444	1.0840e-01	7.9983e-01	9.9996e-01	3.6208e-05	1.9919e-16
ST6GAL1	6480	2.4963e-01	7.8431e-01	2.3410e-01	7.6456e-01	1.3381e-03
ST6GAL1	ENSG00000073849	2.4963e-01	7.8431e-01	2.3410e-01	7.6456e-01	1.3381e-03
ST6GAL2	84620	3.7616e-01	9.6760e-01	5.6620e-03	9.8998e-01	4.3556e-03
ST6GAL2	ENSG00000144057	3.7616e-01	9.6760e-01	5.6620e-03	9.8998e-01	4.3556e-03
ST6GALNAC1	55808	7.7416e-01	9.7868e-01	1.3809e-11	3.3091e-01	6.6909e-01
ST6GALNAC1	ENSG00000070526	7.7416e-01	9.7868e-01	1.3809e-11	3.3091e-01	6.6909e-01
ST6GALNAC2	10610	1.1668e+00	9.5351e-01	7.4720e-15	4.6229e-03	9.9538e-01
ST6GALNAC2	ENSG00000070731	1.1668e+00	9.5351e-01	7.4720e-15	4.6229e-03	9.9538e-01
ST6GALNAC3	256435	5.3436e-01	9.0528e-01	2.6424e-04	9.3694e-01	6.2794e-02
ST6GALNAC3	ENSG00000184005	5.3436e-01	9.0528e-01	2.6424e-04	9.3694e-01	6.2794e-02
ST6GALNAC4	27090	8.3913e-01	8.4984e-01	3.5202e-07	3.5265e-01	6.4735e-01
ST6GALNAC4	ENSG00000136840	8.3913e-01	8.4984e-01	3.5202e-07	3.5265e-01	6.4735e-01
ST6GALNAC5	81849	2.6755e-01	8.9415e-01	1.6967e-01	8.2775e-01	2.5778e-03
ST6GALNAC5	ENSG00000117069	2.6755e-01	8.9415e-01	1.6967e-01	8.2775e-01	2.5778e-03
ST6GALNAC6	30815	4.3390e-01	7.1122e-01	2.2236e-03	9.8146e-01	1.6320e-02
ST6GALNAC6	ENSG00000160408	4.3390e-01	7.1122e-01	2.2236e-03	9.8146e-01	1.6320e-02
ST7	7982	1.1515e-01	4.6275e-01	9.9703e-01	2.9717e-03	2.2470e-10
ST7	ENSG00000004866	1.1515e-01	4.6275e-01	9.9703e-01	2.9717e-03	2.2470e-10
ST7-OT4	338069	5.8360e-01	7.3460e-01	2.0808e-02	7.6514e-01	2.1405e-01
ST7-OT4	ENSG00000214188	5.8360e-01	7.3460e-01	2.0808e-02	7.6514e-01	2.1405e-01
ST7L	54879	5.9164e-01	9.0402e-01	2.2024e-09	9.6887e-01	3.1125e-02
ST7L	ENSG00000007341	5.9164e-01	9.0402e-01	2.2024e-09	9.6887e-01	3.1125e-02
ST8SIA1	6489	2.0397e-01	7.7072e-01	4.9300e-01	5.0617e-01	8.3121e-04
ST8SIA1	ENSG00000111728	2.0397e-01	7.7072e-01	4.9300e-01	5.0617e-01	8.3121e-04
ST8SIA2	8128	3.0944e-01	7.1664e-01	5.8099e-02	9.3860e-01	3.3004e-03
ST8SIA2	ENSG00000140557	3.0944e-01	7.1664e-01	5.8099e-02	9.3860e-01	3.3004e-03
ST8SIA3	51046	1.3153e-01	7.1428e-01	8.5912e-01	1.4080e-01	8.1981e-05
ST8SIA3	ENSG00000177511	1.3153e-01	7.1428e-01	8.5912e-01	1.4080e-01	8.1981e-05
ST8SIA4	7903	4.9948e-01	6.4780e-01	4.0145e-04	9.6279e-01	3.6806e-02
ST8SIA4	ENSG00000113532	4.9948e-01	6.4780e-01	4.0145e-04	9.6279e-01	3.6806e-02
ST8SIA5	29906	4.7370e-01	8.3880e-01	5.6385e-04	9.7607e-01	2.3366e-02
ST8SIA5	ENSG00000101638	4.7370e-01	8.3880e-01	5.6385e-04	9.7607e-01	2.3366e-02
ST8SIA6	338596	1.0086e+00	1.0898e+00	7.1568e-10	7.5638e-02	9.2436e-01
ST8SIA6	ENSG00000148488	1.0086e+00	1.0898e+00	7.1568e-10	7.5638e-02	9.2436e-01
STAB1	23166	6.8249e-01	9.2331e-01	8.6792e-50	9.2665e-01	7.3346e-02
STAB1	ENSG00000010327	6.8249e-01	9.2331e-01	8.6792e-50	9.2665e-01	7.3346e-02
STAB2	55576	7.5570e-01	1.0116e+00	9.2343e-62	2.3062e-03	9.9769e-01
STAB2	ENSG00000136011	7.5570e-01	1.0116e+00	9.2343e-62	2.3062e-03	9.9769e-01
STAC	6769	6.4757e-01	9.4253e-01	1.4350e-07	8.3924e-01	1.6076e-01
STAC	ENSG00000144681	6.4757e-01	9.4253e-01	1.4350e-07	8.3924e-01	1.6076e-01
STAC2	342667	5.9941e-01	1.0179e+00	8.4083e-07	9.2126e-01	7.8742e-02
STAC2	ENSG00000141750	5.9941e-01	1.0179e+00	8.4083e-07	9.2126e-01	7.8742e-02
STAC3	246329	4.4465e-01	8.2719e-01	1.7244e-04	9.9434e-01	5.4847e-03
STAC3	ENSG00000185482	4.4465e-01	8.2719e-01	1.7244e-04	9.9434e-01	5.4847e-03
STAG1	10274	5.2126e-02	5.1295e-01	1.0000e+00	4.4942e-10	5.4515e-27
STAG1	ENSG00000118007	5.2126e-02	5.1295e-01	1.0000e+00	4.4942e-10	5.4515e-27
STAG2	10735	1.8923e-02	3.4031e-01	1.0000e+00	2.4245e-08	1.0890e-20
STAG2	ENSG00000101972	1.8923e-02	3.4031e-01	1.0000e+00	2.4245e-08	1.0890e-20
STAG3	10734	4.5322e-01	8.2263e-01	8.7188e-13	1.0000e+00	4.9791e-07
STAG3	ENSG00000066923	4.5322e-01	8.2263e-01	8.7188e-13	1.0000e+00	4.9791e-07
STAM	8027	1.7702e-01	9.5164e-01	8.5048e-01	1.4952e-01	7.9768e-07
STAM	ENSG00000136738	1.7702e-01	9.5164e-01	8.5048e-01	1.4952e-01	7.9768e-07
STAM2	10254	4.6091e-01	9.4035e-01	1.0416e-05	9.9741e-01	2.5755e-03
STAM2	ENSG00000115145	4.6091e-01	9.4035e-01	1.0416e-05	9.9741e-01	2.5755e-03
STAMBP	10617	4.6181e-01	8.3931e-01	5.4496e-05	9.9415e-01	5.7989e-03
STAMBP	ENSG00000124356	4.6181e-01	8.3931e-01	5.4496e-05	9.9415e-01	5.7989e-03
STAMBPL1	57559	8.9604e-01	9.5082e-01	1.1971e-14	4.2972e-02	9.5703e-01
STAMBPL1	ENSG00000138134	8.9604e-01	9.5082e-01	1.1971e-14	4.2972e-02	9.5703e-01
STAP1	26228	6.0221e-01	9.9435e-01	1.6993e-05	8.8495e-01	1.1504e-01
STAP1	ENSG00000035720	6.0221e-01	9.9435e-01	1.6993e-05	8.8495e-01	1.1504e-01
STAP2	55620	1.0184e+00	8.9602e-01	1.6296e-16	6.6794e-03	9.9332e-01
STAP2	ENSG00000178078	1.0184e+00	8.9602e-01	1.6296e-16	6.6794e-03	9.9332e-01
STAR	6770	1.0569e+00	1.0193e+00	8.7679e-11	4.2888e-02	9.5711e-01
STAR	ENSG00000147465	1.0569e+00	1.0193e+00	8.7679e-11	4.2888e-02	9.5711e-01
STARD10	10809	5.5364e-01	7.3177e-01	8.1718e-05	9.3223e-01	6.7687e-02
STARD10	ENSG00000214530	5.5364e-01	7.3177e-01	8.1718e-05	9.3223e-01	6.7687e-02
STARD13	90627	4.4509e-01	9.7168e-01	2.3524e-08	9.9995e-01	4.5897e-05
STARD13	ENSG00000133121	4.4509e-01	9.7168e-01	2.3524e-08	9.9995e-01	4.5897e-05
STARD3	10948	4.1089e-01	8.4869e-01	7.8915e-05	9.9922e-01	6.9816e-04
STARD3	ENSG00000131748	4.1089e-01	8.4869e-01	7.8915e-05	9.9922e-01	6.9816e-04
STARD3NL	83930	4.3360e-01	8.0457e-01	4.8432e-03	9.6955e-01	2.5603e-02
STARD3NL	ENSG00000010270	4.3360e-01	8.0457e-01	4.8432e-03	9.6955e-01	2.5603e-02
