merged_symbol	merged_geneid	mimnumber	gsymbols	gname	gphenotypes
RPL10	ENSG00000147403	312173	RPL10,_DXS648,_QM,_AUTSX5,_MRXS35	Ribosomal_protein_L10	{Autism,_susceptibility_to,_X-linked_5},_300847_(3),_Mental_retardation,_X-linked,_syndromic,_35,_300998_(3),_X-linked_recessive
RPL10A	4736	615660	RPL10A,_CSA19	Ribosomal_protein_L10A	
RPL10A	ENSG00000198755	615660	RPL10A,_CSA19	Ribosomal_protein_L10A	
RPL11	6135	604175	RPL11,_DBA7	Ribosomal_protein_L11	Diamond-Blackfan_anemia_7,_612562_(3),_Autosomal_dominant
RPL11	ENSG00000142676	604175	RPL11,_DBA7	Ribosomal_protein_L11	Diamond-Blackfan_anemia_7,_612562_(3),_Autosomal_dominant
RPL12	6136	180475	RPL12	Ribosomal_protein_L12	
RPL12	ENSG00000197958	180475	RPL12	Ribosomal_protein_L12	
RPL13	6137	113703	RPL13,_BBC1,_D16S44E	Ribosomal_protein_L13	
RPL13	ENSG00000167526	113703	RPL13,_BBC1,_D16S44E	Ribosomal_protein_L13	
RPL14	9045	617414	RPL14	Ribosomal_protein_L14	
RPL14	ENSG00000188846	617414	RPL14	Ribosomal_protein_L14	
RPL15	6138	604174	RPL15,_DBA12	Ribosomal_protein_L15	?Diamond-Blackfan_anemia_12,_615550_(3),_Autosomal_dominant
RPL15	ENSG00000174748	604174	RPL15,_DBA12	Ribosomal_protein_L15	?Diamond-Blackfan_anemia_12,_615550_(3),_Autosomal_dominant
RPL17	6139	603661	RPL17	Ribosomal_protein_L17	
RPL17	ENSG00000265681	603661	RPL17	Ribosomal_protein_L17	
RPL18	6141	604179	RPL18,_DBA18	Ribosomal_protein_L18	?Diamond-Blackfan_anemia_18,_618310_(3),_Autosomal_dominant
RPL18	ENSG00000063177	604179	RPL18,_DBA18	Ribosomal_protein_L18	?Diamond-Blackfan_anemia_18,_618310_(3),_Autosomal_dominant
RPL18A	6142	604178	RPL18A	Ribosomal_protein_L18a	
RPL18A	ENSG00000105640	604178	RPL18A	Ribosomal_protein_L18a	
RPL19	6143	180466	RPL19	Ribosomal_protein_L19	
RPL19	ENSG00000108298	180466	RPL19	Ribosomal_protein_L19	
RPL21	6144	603636	RPL21,_HYPT12	Ribosomal_protein_L21	Hypotrichosis_12,_615885_(3),_Autosomal_dominant
RPL21	ENSG00000122026	603636	RPL21,_HYPT12	Ribosomal_protein_L21	Hypotrichosis_12,_615885_(3),_Autosomal_dominant
RPL21P1	6145	603416	RPL21P1,_ALFN1,_HALF1	Ribosomal_protein_L21_pseudogene_1	
RPL22	6146	180474	RPL22,_EAP	Ribosomal_protein_L22	
RPL22	ENSG00000116251	180474	RPL22,_EAP	Ribosomal_protein_L22	
RPL23	9349	603662	RPL23	Ribosomal_protein_L23	
RPL23	ENSG00000125691	603662	RPL23	Ribosomal_protein_L23	
RPL23A	6147	602326	RPL23A	Ribosomal_protein_L23a	
RPL23A	ENSG00000198242	602326	RPL23A	Ribosomal_protein_L23a	
RPL24	6152	604180	RPL24	Ribosomal_protein_L24	
RPL24	ENSG00000114391	604180	RPL24	Ribosomal_protein_L24	
RPL26	6154	603704	RPL26,_DBA11	Ribosomal_protein_L26	?Diamond-Blackfan_anemia_11,_614900_(3),_Autosomal_dominant
RPL26	ENSG00000161970	603704	RPL26,_DBA11	Ribosomal_protein_L26	?Diamond-Blackfan_anemia_11,_614900_(3),_Autosomal_dominant
RPL27	6155	607526	RPL27,_DBA16	Ribosomal_protein_L27	?Diamond-Blackfan_anemia_16,_617408_(3),_Autosomal_dominant
RPL27	ENSG00000131469	607526	RPL27,_DBA16	Ribosomal_protein_L27	?Diamond-Blackfan_anemia_16,_617408_(3),_Autosomal_dominant
RPL27A	6157	603637	RPL27A	Ribosomal_protein_L27a	
RPL27A	ENSG00000166441	603637	RPL27A	Ribosomal_protein_L27a	
RPL28	6158	603638	RPL28	Ribosomal_protein_L28	
RPL28	ENSG00000108107	603638	RPL28	Ribosomal_protein_L28	
RPL29	6159	601832	RPL29,_HIP	Ribosomal_protein_L29	
RPL29	ENSG00000162244	601832	RPL29,_HIP	Ribosomal_protein_L29	
RPL3	6122	604163	RPL3	Ribosomal_protein_L3	
RPL3	ENSG00000100316	604163	RPL3	Ribosomal_protein_L3	
RPL30	6156	180467	RPL30	Ribosomal_protein_L30	
RPL30	ENSG00000156482	180467	RPL30	Ribosomal_protein_L30	
RPL31	6160	617415	RPL31	Ribosomal_protein_L31	
RPL31	ENSG00000071082	617415	RPL31	Ribosomal_protein_L31	
RPL34	6164	616862	RPL34	Ribosomal_protein_L34	
RPL34	ENSG00000109475	616862	RPL34	Ribosomal_protein_L34	
RPL35	11224	618315	RPL35,_DBA19	Ribosomal_protein_L35	?Diamond-Blackfan_anemia_19,_618312_(3)
RPL35	ENSG00000136942	618315	RPL35,_DBA19	Ribosomal_protein_L35	?Diamond-Blackfan_anemia_19,_618312_(3)
RPL35A	6165	180468	RPL35A,_DBA5	Ribosomal_protein_L35A	Diamond-Blackfan_anemia_5,_612528_(3),_Autosomal_dominant
RPL35A	ENSG00000182899	180468	RPL35A,_DBA5	Ribosomal_protein_L35A	Diamond-Blackfan_anemia_5,_612528_(3),_Autosomal_dominant
RPL36	25873	617893	RPL36	Ribosomal_protein_L36	
RPL36	ENSG00000130255	617893	RPL36	Ribosomal_protein_L36	
RPL36A	6173	300902	RPL36A,_RPL44	Ribosomal_protein_L36A	
RPL36A	ENSG00000241343	300902	RPL36A,_RPL44	Ribosomal_protein_L36A	
RPL36AL	6166	180469	RPL36AL,_RPL36A	Ribosomal_protein_L36a-like	
RPL36AL	ENSG00000165502	180469	RPL36AL,_RPL36A	Ribosomal_protein_L36a-like	
RPL37	6167	604181	RPL37	Ribosomal_protein_L37	
RPL37	ENSG00000145592	604181	RPL37	Ribosomal_protein_L37	
RPL37A	6168	613314	RPL37A	Ribosomal_protein_L37A	
RPL37A	ENSG00000197756	613314	RPL37A	Ribosomal_protein_L37A	
RPL38	6169	604182	RPL38	Ribosomal_protein_L38	
RPL38	ENSG00000172809	604182	RPL38	Ribosomal_protein_L38	
RPL39	6170	300899	RPL39	Ribosomal_protein_L39	
RPL39	ENSG00000198918	300899	RPL39	Ribosomal_protein_L39	
RPL39L	116832	607547	RPL39L	Ribosomal_protein_L39-like	
RPL39L	ENSG00000163923	607547	RPL39L	Ribosomal_protein_L39-like	
RPL3L	6123	617416	RPL3L	Ribosomal_protein_L3-like	
RPL3L	ENSG00000140986	617416	RPL3L	Ribosomal_protein_L3-like	
RPL4	6124	180479	RPL4	Ribosomal_protein_L4	
RPL4	ENSG00000174444	180479	RPL4	Ribosomal_protein_L4	
RPL41	6171	613315	RPL41,_HG12	Ribosomal_protein_L41	
RPL41	ENSG00000229117	613315	RPL41,_HG12	Ribosomal_protein_L41	
RPL5	6125	603634	RPL5,_DBA6	Ribosomal_protein_L5	Diamond-Blackfan_anemia_6,_612561_(3),_Autosomal_dominant
RPL5	ENSG00000122406	603634	RPL5,_DBA6	Ribosomal_protein_L5	Diamond-Blackfan_anemia_6,_612561_(3),_Autosomal_dominant
RPL6	6128	603703	RPL6	Ribosomal_protein_L6	
RPL6	ENSG00000089009	603703	RPL6	Ribosomal_protein_L6	
RPL7	6129	604166	RPL7	Ribosomal_protein_L7	
RPL7	ENSG00000147604	604166	RPL7	Ribosomal_protein_L7	
RPL7A	6130	185640	RPL7A,_SURF3	Ribosomal_protein_L7a_(surfeit-3)	
RPL7A	ENSG00000148303	185640	RPL7A,_SURF3	Ribosomal_protein_L7a_(surfeit-3)	
RPL7L1	285855	617417	RPL7L1	Ribosomal_protein_L7-like_1	
RPL7L1	ENSG00000146223	617417	RPL7L1	Ribosomal_protein_L7-like_1	
RPL8	6132	604177	RPL8	Ribosomal_protein_L8	
RPL8	ENSG00000161016	604177	RPL8	Ribosomal_protein_L8	
RPL9	6133	603686	RPL9	Ribosomal_protein_L9	
RPL9	ENSG00000163682	603686	RPL9	Ribosomal_protein_L9	
RPLP0	6175	180510	RPLP0	Ribosomal_phosphoprotein,_large,_P0	
RPLP0	ENSG00000089157	180510	RPLP0	Ribosomal_phosphoprotein,_large,_P0	
RPLP1	6176	180520	RPLP1	Ribosomal_phosphoprotein,_Large,_P1	
RPLP1	ENSG00000137818	180520	RPLP1	Ribosomal_phosphoprotein,_Large,_P1	
RPLP2	6181	180530	RPLP2	Ribosomal_phosphoprotein,_large,_P2	
RPLP2	ENSG00000177600	180530	RPLP2	Ribosomal_phosphoprotein,_large,_P2	
RPN1	6184	180470	RPN1	Ribophorin_I	
RPN1	ENSG00000163902	180470	RPN1	Ribophorin_I	
RPN2	6185	180490	RPN2	Ribophorin_II	
RPN2	ENSG00000118705	180490	RPN2	Ribophorin_II	
RPP14	11102	606112	RPP14	Ribonuclease_P,_14kD_subunit	
RPP14	ENSG00000163684	606112	RPP14	Ribonuclease_P,_14kD_subunit	
RPP21	79897	612524	RPP21	Ribonuclease_P/MRP,_21kD_subunit	
RPP21	ENSG00000241370	612524	RPP21	Ribonuclease_P/MRP,_21kD_subunit	
RPP30	10556	606115	RPP30	Ribonuclease_P,_30kD_subunit	
RPP30	ENSG00000148688	606115	RPP30	Ribonuclease_P,_30kD_subunit	
RPP38	10557	606116	RPP38	Ribonuclease_P,_38-kD_subunit	
RPP38	ENSG00000152464	606116	RPP38	Ribonuclease_P,_38-kD_subunit	
RPP40	10799	606117	RPP40	Ribonuclease_P,_40kD_subunit	
RPP40	ENSG00000124787	606117	RPP40	Ribonuclease_P,_40kD_subunit	
RPPH1	85495	608513	RPPH1,_H1RNA	Ribonuclease_P,_RNA_component_H1	
RPRD1A	55197	610347	RPRD1A,_P15RS,_FLJ10656	Regulation_of_nuclear_pre-mRNA_domain-containing_protein_1A	
RPRD1A	ENSG00000141425	610347	RPRD1A,_P15RS,_FLJ10656	Regulation_of_nuclear_pre-mRNA_domain-containing_protein_1A	
RPRD1B	58490	614694	RPRD1B,_CREPT	Regulation_of_nuclear_pre-mRNA_domain-containing_protein_1B	
RPRD1B	ENSG00000101413	614694	RPRD1B,_CREPT	Regulation_of_nuclear_pre-mRNA_domain-containing_protein_1B	
RPRD2	23248	614695	RPRD2	Regulation_of_nuclear_pre-mRNA_domain-containing_2	
RPRD2	ENSG00000163125	614695	RPRD2	Regulation_of_nuclear_pre-mRNA_domain-containing_2	
RPRM	56475	612171	RPRM	Reprimo	
RPRM	ENSG00000177519	612171	RPRM	Reprimo	
RPS10	6204	603632	RPS10,_DBA9	Ribosomal_protein_S10	Diamond-Blackfan_anemia_9,_613308_(3),_Autosomal_dominant
RPS10	ENSG00000124614	603632	RPS10,_DBA9	Ribosomal_protein_S10	Diamond-Blackfan_anemia_9,_613308_(3),_Autosomal_dominant
RPS11	6205	180471	RPS11	Ribosomal_protein_S11	
RPS11	ENSG00000142534	180471	RPS11	Ribosomal_protein_S11	
RPS12	6206	603660	RPS12	Ribosomal_protein_S12	
RPS12	ENSG00000112306	603660	RPS12	Ribosomal_protein_S12	
RPS13	6207	180476	RPS13	Ribosomal_protein_S13	
RPS13	ENSG00000110700	180476	RPS13	Ribosomal_protein_S13	
RPS14	6208	130620	RPS14,_EMTB	Ribosomal_protein_S14	Macrocytic_anemia,_refractory,_due_to_5q_deletion,_somatic,_153550_(3)
RPS14	ENSG00000164587	130620	RPS14,_EMTB	Ribosomal_protein_S14	Macrocytic_anemia,_refractory,_due_to_5q_deletion,_somatic,_153550_(3)
RPS15	6209	180535	RPS15,_RIG	Ribosomal_protein_S15	
RPS15	ENSG00000115268	180535	RPS15,_RIG	Ribosomal_protein_S15	
RPS15A	6210	603674	RPS15A,_DBA20	Ribosomal_protein_S15a	?Diamond-Blackfan_anemia_20,_618313_(3),_Autosomal_dominant
RPS15A	ENSG00000134419	603674	RPS15A,_DBA20	Ribosomal_protein_S15a	?Diamond-Blackfan_anemia_20,_618313_(3),_Autosomal_dominant
RPS16	6217	603675	RPS16	Ribosomal_protein_S16	
RPS16	ENSG00000105193	603675	RPS16	Ribosomal_protein_S16	
RPS17	6218	180472	RPS17,_RPS17L1,_RPS17L2,_DBA4	Ribosomal_protein_S17	Diamond-Blackfan_anemia_4,_612527_(3),_Autosomal_dominant
RPS17L	ENSG00000182774	180472	RPS17,_RPS17L1,_RPS17L2,_DBA4	Ribosomal_protein_S17	Diamond-Blackfan_anemia_4,_612527_(3),_Autosomal_dominant
RPS18	6222	180473	RPS18	Ribosomal_protein_S18	
RPS18	ENSG00000231500	180473	RPS18	Ribosomal_protein_S18	
RPS19	6223	603474	RPS19,_DBA,_DBA1	Ribosomal_protein_S19	Diamond-Blackfan_anemia_1,_105650_(3),_Autosomal_dominant
RPS19	ENSG00000105372	603474	RPS19,_DBA,_DBA1	Ribosomal_protein_S19	Diamond-Blackfan_anemia_1,_105650_(3),_Autosomal_dominant
RPS19BP1	91582	610225	RPS19BP1,_S19BP,_MGC52010	Ribosomal_protein_S19_binding_protein_1	
RPS19BP1	ENSG00000187051	610225	RPS19BP1,_S19BP,_MGC52010	Ribosomal_protein_S19_binding_protein_1	
RPS2	6187	603624	RPS2	Ribosomal_protein_S2	
RPS2	ENSG00000140988	603624	RPS2	Ribosomal_protein_S2	
RPS20	6224	603682	RPS20	Ribosomal_protein_S20	
RPS20	ENSG00000008988	603682	RPS20	Ribosomal_protein_S20	
RPS20P3	6225	180463	RPS20A	Ribosomal_protein_S20A	
RPS20P4	6226	180464	RPS20B	Ribosomal_protein_S20B	
RPS21	6227	180477	RPS21	Ribosomal_protein_S21	
RPS21	ENSG00000171858	180477	RPS21	Ribosomal_protein_S21	
RPS23	6228	603683	RPS23,_BTDD,_MCINS	Ribosomal_protein_S23	Brachycephaly,_trichomegaly,_and_developmental_delay,_617412_(3),_Autosomal_dominant
RPS23	ENSG00000186468	603683	RPS23,_BTDD,_MCINS	Ribosomal_protein_S23	Brachycephaly,_trichomegaly,_and_developmental_delay,_617412_(3),_Autosomal_dominant
RPS24	6229	602412	RPS24,_DBA3	Ribosomal_protein_S24	Diamond-blackfan_anemia_3,_610629_(3),_Autosomal_dominant
RPS24	ENSG00000138326	602412	RPS24,_DBA3	Ribosomal_protein_S24	Diamond-blackfan_anemia_3,_610629_(3),_Autosomal_dominant
RPS25	6230	180465	RPS25	Ribosomal_protein_S25	
RPS25	ENSG00000118181	180465	RPS25	Ribosomal_protein_S25	
RPS26	6231	603701	RPS26,_DBA10	Ribosomal_protein_S26	Diamond-Blackfan_anemia_10,_613309_(3),_Autosomal_dominant
RPS26	ENSG00000197728	603701	RPS26,_DBA10	Ribosomal_protein_S26	Diamond-Blackfan_anemia_10,_613309_(3),_Autosomal_dominant
RPS27	6232	603702	RPS27,_MPS1,_DBA17	Ribosomal_protein_S27	?Diamond-Blackfan_anemia_17,_617409_(3),_Autosomal_dominant
RPS27	ENSG00000177954	603702	RPS27,_MPS1,_DBA17	Ribosomal_protein_S27	?Diamond-Blackfan_anemia_17,_617409_(3),_Autosomal_dominant
RPS27A	6233	191343	RPS27A,_UBA80,_HUBCEP80,_CEP80,_UBCEP1	Ribosomal_protein_S27a	
RPS27A	ENSG00000143947	191343	RPS27A,_UBA80,_HUBCEP80,_CEP80,_UBCEP1	Ribosomal_protein_S27a	
RPS27L	51065	612055	RPS27L	Ribosomal_protein_S27-like	
RPS27L	ENSG00000185088	612055	RPS27L	Ribosomal_protein_S27-like	
RPS28	6234	603685	RPS28,_DBA15	Ribosomal_protein_S28	Diamond_Blackfan_anemia_15_with_mandibulofacial_dysostosis,_606164_(3),_Autosomal_dominant
RPS28	ENSG00000233927	603685	RPS28,_DBA15	Ribosomal_protein_S28	Diamond_Blackfan_anemia_15_with_mandibulofacial_dysostosis,_606164_(3),_Autosomal_dominant
RPS29	6235	603633	RPS29,_DBA13	Ribosomal_protein_S29	Diamond-Blackfan_anemia_13,_615909_(3),_Autosomal_dominant
RPS29	ENSG00000213741	603633	RPS29,_DBA13	Ribosomal_protein_S29	Diamond-Blackfan_anemia_13,_615909_(3),_Autosomal_dominant
RPS3	6188	600454	RPS3	Ribosomal_protein_S3	
RPS3	ENSG00000149273	600454	RPS3	Ribosomal_protein_S3	
RPS3A	6189	180478	RPS3A	Ribosomal_protein_S3a	
RPS3A	ENSG00000145425	180478	RPS3A	Ribosomal_protein_S3a	
RPS4X	6191	312760	RPS4X,_CCG2,_SCAR	Ribosomal_protein_S4,_X-linked	
RPS4X	ENSG00000198034	312760	RPS4X,_CCG2,_SCAR	Ribosomal_protein_S4,_X-linked	
RPS4Y1	6192	470000	RPS4Y1	Ribosomal_protein_S4,_Y-linked,_1	
RPS4Y1	ENSG00000129824	470000	RPS4Y1	Ribosomal_protein_S4,_Y-linked,_1	
RPS4Y2	140032	400030	RPS4Y2	Ribosomal_protein_S4,_Y-linked	
RPS5	6193	603630	RPS5	Ribosomal_protein_S5	
RPS5	ENSG00000083845	603630	RPS5	Ribosomal_protein_S5	
RPS6	6194	180460	RPS6	Ribosomal_protein_S6	
RPS6	ENSG00000137154	180460	RPS6	Ribosomal_protein_S6	
RPS6KA1	6195	601684	RPS6KA1,_RSK1	Ribosomal_protein_S6_kinase,_90kD,_1	
RPS6KA1	ENSG00000117676	601684	RPS6KA1,_RSK1	Ribosomal_protein_S6_kinase,_90kD,_1	
RPS6KA2	6196	601685	RPS6KA2,_RSK3	Ribosomal_protein_S6_kinase,_90kD,_2	
RPS6KA2	ENSG00000071242	601685	RPS6KA2,_RSK3	Ribosomal_protein_S6_kinase,_90kD,_2	
RPS6KA3	6197	300075	RPS6KA3,_RSK2,_MRX19	Ribosomal_protein_S6_kinase,_90kD,_polypeptide_3	Coffin-Lowry_syndrome,_303600_(3),_X-linked_dominant,_Mental_retardation,_X-linked_19,_300844_(3),_X-linked_dominant
RPS6KA3	ENSG00000177189	300075	RPS6KA3,_RSK2,_MRX19	Ribosomal_protein_S6_kinase,_90kD,_polypeptide_3	Coffin-Lowry_syndrome,_303600_(3),_X-linked_dominant,_Mental_retardation,_X-linked_19,_300844_(3),_X-linked_dominant
RPS6KA4	8986	603606	RPS6KA4,_RSKB,_MSK2	Ribosomal_protein_S6_kinase,_90kD,_4	
RPS6KA4	ENSG00000162302	603606	RPS6KA4,_RSKB,_MSK2	Ribosomal_protein_S6_kinase,_90kD,_4	
RPS6KA5	9252	603607	RPS6KA5,_MSK1	Ribosomal_protein_S6_kinase,_90kD,_5	
RPS6KA5	ENSG00000100784	603607	RPS6KA5,_MSK1	Ribosomal_protein_S6_kinase,_90kD,_5	
RPS6KA6	27330	300303	RPS6KA6,_RSK4	Ribosomal_protein_S6_kinase,_90kD,_6	
RPS6KA6	ENSG00000072133	300303	RPS6KA6,_RSK4	Ribosomal_protein_S6_kinase,_90kD,_6	
RPS6KB1	6198	608938	RPS6KB1,_S6K1	Ribosomal_protein_S6_kinase,_70kD	
RPS6KB1	ENSG00000108443	608938	RPS6KB1,_S6K1	Ribosomal_protein_S6_kinase,_70kD	
RPS6KC1	26750	617517	RPS6KC1,_RPK118	Ribosomal_protein_S6_kinase_C1	
RPS6KC1	ENSG00000136643	617517	RPS6KC1,_RPK118	Ribosomal_protein_S6_kinase_C1	
RPS7	6201	603658	RPS7,_DBA8	Ribosomal_protein_S7	Diamond-Blackfan_anemia_8,_612563_(3),_Autosomal_dominant
RPS7	ENSG00000171863	603658	RPS7,_DBA8	Ribosomal_protein_S7	Diamond-Blackfan_anemia_8,_612563_(3),_Autosomal_dominant
RPS8	6202	600357	RPS8	Ribosomal_protein_S8	
RPS8	ENSG00000142937	600357	RPS8	Ribosomal_protein_S8	
RPS9	6203	603631	RPS9	Ribosomal_protein_S9	
RPS9	ENSG00000170889	603631	RPS9	Ribosomal_protein_S9	
RPSA	3921	150370	RPSA,_LAMR1,_LAMBR,_ICAS	Ribosomal_protein_SA	Asplenia,_isolated_congenital,_271400_(3),_Autosomal_dominant
RPSA	ENSG00000168028	150370	RPSA,_LAMR1,_LAMBR,_ICAS	Ribosomal_protein_SA	Asplenia,_isolated_congenital,_271400_(3),_Autosomal_dominant
RPTN	126638	613259	RPTN	Repetin	
RPTN	ENSG00000215853	613259	RPTN	Repetin	
RPTOR	57521	607130	RPTOR,_RAPTOR,_KIAA1303	Regulatory-associated_protein_of_MTOR	
RPTOR	ENSG00000141564	607130	RPTOR,_RAPTOR,_KIAA1303	Regulatory-associated_protein_of_MTOR	
RPUSD3	285367	617759	RPUSD3	RNA_pseudouridylate_synthase_domain-containing_protein_3	
RPUSD3	ENSG00000156990	617759	RPUSD3	RNA_pseudouridylate_synthase_domain-containing_protein_3	
RPUSD4	84881	617488	RPUSD4	RNA_pseudouridylate_synthase_domain-containing_protein_4	
RPUSD4	ENSG00000165526	617488	RPUSD4	RNA_pseudouridylate_synthase_domain-containing_protein_4	
RQCD1	9125	612054	RQCD1,_RCD1,_CNOT9	Required_for_cell_differentiation_1,_S._pombe,_homolog_of	
RQCD1	ENSG00000144580	612054	RQCD1,_RCD1,_CNOT9	Required_for_cell_differentiation_1,_S._pombe,_homolog_of	
RRAD	6236	179503	RRAD	Ras-related_associated_with_diabetes	
RRAD	ENSG00000166592	179503	RRAD	Ras-related_associated_with_diabetes	
RRAGA	10670	612194	RRAGA,_RAGA,_FIP1	Ras-related_GTP-binding_protein_A	
RRAGA	ENSG00000155876	612194	RRAGA,_RAGA,_FIP1	Ras-related_GTP-binding_protein_A	
RRAGB	10325	300725	RRAGB,_RAGB	Ras-related_GTP-binding_protein_B	
RRAGB	ENSG00000083750	300725	RRAGB,_RAGB	Ras-related_GTP-binding_protein_B	
RRAGC	64121	608267	RRAGC,_RAGC	RAS-related_GTP-binding_protein_C	
RRAGC	ENSG00000116954	608267	RRAGC,_RAGC	RAS-related_GTP-binding_protein_C	
RRAGD	58528	608268	RRAGD,_RAGD	RAS-related_GTP-binding_protein_D	
RRAGD	ENSG00000025039	608268	RRAGD,_RAGD	RAS-related_GTP-binding_protein_D	
RRAS	6237	165090	RRAS	Oncogene_RRAS	
RRAS	ENSG00000126458	165090	RRAS	Oncogene_RRAS	
RRAS2	22800	600098	RRAS2,_TC21	Related_Ras_viral_oncogene_homolog_2	Ovarian_carcinoma_(3)
RRAS2	ENSG00000133818	600098	RRAS2,_TC21	Related_Ras_viral_oncogene_homolog_2	Ovarian_carcinoma_(3)
RRBP1	6238	601418	RRBP1,_ES130	Ribosome_binding_protein-1	
RRBP1	ENSG00000125844	601418	RRBP1,_ES130	Ribosome_binding_protein-1	
RREB1	6239	602209	RREB1	RAS-responsive_element_binding_protein-1	
RREB1	ENSG00000124782	602209	RREB1	RAS-responsive_element_binding_protein-1	
RRH	10692	605224	RRH	Rhodopsin_homolog,_retinal_pigment_epithelium-derived_(peropsin)	
RRH	ENSG00000180245	605224	RRH	Rhodopsin_homolog,_retinal_pigment_epithelium-derived_(peropsin)	
RRM1	6240	180410	RRM1	Ribonucleotide_reductase,_M1_polypeptide	
RRM1	ENSG00000167325	180410	RRM1	Ribonucleotide_reductase,_M1_polypeptide	
RRM2	6241	180390	RRM2	Ribonucleotide_reductase,_M2_polypeptide	
RRM2	ENSG00000171848	180390	RRM2	Ribonucleotide_reductase,_M2_polypeptide	
RRM2B	50484	604712	RRM2B,_P53R2,_PEOA5,_MTDPS8A,_MTDPS8B	Ribonucleotide_reductase_M2_B,_TP53_inducible	Mitochondrial_DNA_depletion_syndrome_8A_(encephalomyopathic_type_with_renal_tubulopathy),_612075_(3),_Autosomal_recessive,_Mitochondrial_DNA_depletion_syndrome_8B_(MNGIE_type),_612075_(3),_Autosomal_recessive,_Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5,_613077_(3),_Autosomal_dominant
RRM2B	ENSG00000048392	604712	RRM2B,_P53R2,_PEOA5,_MTDPS8A,_MTDPS8B	Ribonucleotide_reductase_M2_B,_TP53_inducible	Mitochondrial_DNA_depletion_syndrome_8A_(encephalomyopathic_type_with_renal_tubulopathy),_612075_(3),_Autosomal_recessive,_Mitochondrial_DNA_depletion_syndrome_8B_(MNGIE_type),_612075_(3),_Autosomal_recessive,_Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions,_autosomal_dominant_5,_613077_(3),_Autosomal_dominant
RRN3	54700	605121	RRN3,_TIFIA	RRN3,_S._cerevisiae,_homolog_of	
RRN3	ENSG00000085721	605121	RRN3,_TIFIA	RRN3,_S._cerevisiae,_homolog_of	
RRP12	23223	617723	RRP12,_KIAA0690	Ribosomal_RNA-processing_protein_12,_S._cerevisiae,_homolog_of	
RRP12	ENSG00000052749	617723	RRP12,_KIAA0690	Ribosomal_RNA-processing_protein_12,_S._cerevisiae,_homolog_of	
RRP15	51018	611193	RRP15	Ribosomal_RNA-processing_15,_S._cerevisiae,_homolog_of	
RRP15	ENSG00000067533	611193	RRP15	Ribosomal_RNA-processing_15,_S._cerevisiae,_homolog_of	
RRP1B	23076	610654	RRP1B,_KIAA0179,_NNP1L	Ribosomal_RNA-processing_protein_1,_S._cerevisiae,_homolog_of,_B	
RRP1B	ENSG00000160208	610654	RRP1B,_KIAA0179,_NNP1L	Ribosomal_RNA-processing_protein_1,_S._cerevisiae,_homolog_of,_B	
RRP36	88745	613475	RRP36,_C6orf153	Ribosomal_RNA-processing_factor,_36	
RRP36	ENSG00000124541	613475	RRP36,_C6orf153	Ribosomal_RNA-processing_factor,_36	
RRP8	23378	615818	RRP8,_NML,_KIAA0409	Ribosomal_RNA_processing_protein_8,_homolog_of	
RRP8	ENSG00000132275	615818	RRP8,_NML,_KIAA0409	Ribosomal_RNA_processing_protein_8,_homolog_of	
RRS1	23212	618311	RRS1	Ribosome_biogenesis_regulator_1,_S._cerevisiae,_homolog_of	
RRS1	ENSG00000179041	618311	RRS1	Ribosome_biogenesis_regulator_1,_S._cerevisiae,_homolog_of	
RS1	6247	300839	RS1,_XLRS1	Retinoschisin	Retinoschisis,_312700_(3),_X-linked_recessive
RS1	ENSG00000102104	300839	RS1,_XLRS1	Retinoschisin	Retinoschisis,_312700_(3),_X-linked_recessive
RSAD2	91543	607810	RSAD2,_VIPERIN	Radical_S-adenosyl_methionine_domain_containing_2	
RSAD2	ENSG00000134321	607810	RSAD2,_VIPERIN	Radical_S-adenosyl_methionine_domain_containing_2	
RSBN1	54665	615858	RSBN1,_ROSBIN	Round_spermatid_basic_protein_1	
RSBN1	ENSG00000081019	615858	RSBN1,_ROSBIN	Round_spermatid_basic_protein_1	
RSBN1L-AS1	100505854	616048	APTR	Alu-mediated_CDKN1A/p21_transcriptional_regulator,_noncoding	
RSBN1L-AS1	ENSG00000214293	616048	APTR	Alu-mediated_CDKN1A/p21_transcriptional_regulator,_noncoding	
RSC1A1	6248	601966	RSC1A1,_RS1	Regulatory_solute_carrier_protein,_family_1,_member_1	
RSC1A1	ENSG00000215695	601966	RSC1A1,_RS1	Regulatory_solute_carrier_protein,_family_1,_member_1	
RSF1	51773	608522	HBXAP,_RSF1	Hepatitis_B_virus_X-associated_protein	
RSF1	ENSG00000048649	608522	HBXAP,_RSF1	Hepatitis_B_virus_X-associated_protein	
RSL1D1	26156	615874	RSL1D1,_CSIG,_PBK1	Ribosomal_L1_domain-containing_protein_1	
RSL1D1	ENSG00000171490	615874	RSL1D1,_CSIG,_PBK1	Ribosomal_L1_domain-containing_protein_1	
RSL24D1	51187	613262	RSL24D1,_RLP24	Ribosomal_protein_L24_domain-containing_protein_1	
RSL24D1	ENSG00000137876	613262	RSL24D1,_RLP24	Ribosomal_protein_L24_domain-containing_protein_1	
RSPH1	89765	609314	RSPH1,_TSGA2,_TSA2,_CILD24	Radial_spoke_head_1,_Chlamydomonas,_homolog_of	Ciliary_dyskinesia,_primary,_24,_615481_(3),_Autosomal_recessive
