merged_symbol	merged_geneid	replaced_geneid	replaced_discontinued_geneid	replaced_discontinued_symbol	replaced_date	GeneID	Discontinued_GeneID	Discontinued_Symbol	Discontinue_Date
FABP5	2171	2171	82099	LOC82099	20050510				
FABP5	2171	2171	92424	LOC92424	20050510				
FABP5P1	387934	387934	283494	LOC283494	20050510				
FABP5P1	387934	387934	404786	FABP5L1	20071006				
FABP5P1	387934	387934	82366	LOC82366	20050510				
FABP5P1	387934	387934	95551	LOC95551	20050510				
FABP5P10	344332	344332	100190953	FABP5L10	20090116				
FABP5P12	100270673	100270673	100240706	LOC100240706	20090728				
FABP5P2	729163	729163	220113	LOC220113	20050510				
FABP5P2	729163	729163	404765	FABP5L2	20071006				
FABP5P2	729163	729163	732031	LOC732031	20070619				
FABP5P2	729163	729163	82160	LOC82160	20050510				
FABP5P2	729163	729163	92437	LOC92437	20050510				
FABP5P2	729163	729163	94464	LOC94464	20050510				
FABP5P3	220832	220832	378208	LOC378208	20050510				
FABP5P5	100288964	100288964	100290776	LOC100290776	20100430				
FABP5P5	100288964	100288964	100293091	LOC100293091	20100430				
FABP5P5	100288964	100288964	100509232	LOC100509232	20110803				
FABP5P5	100288964	100288964	404767	FABP5L5	20101116				
FABP5P6	100130687	100130687	404768	FABP5L6	20081025				
FABP5P7	728641	728641	404769	FABP5L7	20071006				
FABP5P7	728641	728641	653327	LOC653327	20060906				
FABP5P7	728641	728641	653991	LOC653991	20060323				
FABP5P7	728641	728641	731043	LOC731043	20070619				
FABP5P8	728729	728729	731057	LOC731057	20070619				
FABP5P9	642956	642956	113440	LOC113440	20050510				
FABP5P9	642956	642956	114948	LOC114948	20050510				
FABP5P9	642956	642956	649084	LOC649084	20060323				
FABP5P9	642956	642956	91067	LOC91067	20050510				
FABP9	646480	646480	137520	LOC137520	20050217				
FABP9	646480	646480	2174	FABP9	20050510				
FABP9	646480	646480	402343	FABP9	20071002				
FABP9	646480	646480	650715	LOC650715	20060323				
FADS1	3992	3992	29852	D5D	20050510				
FADS2	9415	9415	3994	FADS2	20050510				
FADS3	3995	3995	10442	BC269730_1	20050510				
FAF2	23197	23197	113347	LOC113347	20050510				
FAHD1	81889	81889	64729	C16orf36	20050510				
FAHD2A	51011	51011	285014	LOC285014	20110624				
FAHD2A	51011	51011	90363	LOC90363	20050510				
FAHD2CP	729234	729234	107984110	LOC107984110	20180809				
FAHD2CP	729234	729234	731002	LOC731002	20070619				
FAHD2P1	729610	729610	100421857	LOC100421857	20100813				
FAHD2P1	729610	729610	654428	FAHD2P	20070816				
FAHD2P1	729610	729610	731806	LOC731806	20070619				
FAIM2	23017	23017	26294	NGP35	20050510				
FAM101A	144347	144347	105370045	LOC105370045	20180803				
FAM102A	399665	399665	90676	LOC90676	20050510				
FAM103A1	83640	83640	91280	LOC91280	20050510				
FAM105A	54491	54491	100129189	LOC100129189	20081216				
FAM105B	90268	90268	285695	LOC285695	20050502				
FAM106B	100996259	100996259	440411	FAM106B	20130328				
FAM106CP	100129396	100129396	220575	LOC220575	20050510				
FAM106CP	100129396	100129396	284048	LOC284048	20170112				
FAM107A	11170	11170	50803	TU3A	20050510				
FAM110A	83541	83541	115466	LOC115466	20050510				
FAM110A	83541	83541	149798	LOC149798	20050510				
FAM110C	642273	642273	642145	LOC642145	20060401				
FAM110D	79927	79927	128144	LOC128144	20050510				
FAM114A2	10827	10827	55912	133K02	20050510				
FAM115B	653199	653199	100130195	LOC100130195	20090401				
FAM115B	653199	653199	100421600	LOC100421600	20110303				
FAM115B	653199	653199	653858	LOC653858	20060312				
FAM115C	285966	285966	101928422	LOC101928422	20180824				
FAM115C	285966	285966	101930379	LOC101930379	20140206				
FAM115D	653691	653691	653853	LOC653853	20060511				
FAM115D	653691	653691	728314	LOC728314	20070912				
FAM115D	653691	653691	730344	LOC730344	20070906				
FAM117B	150864	150864	65069	ALS2CR13	20050510				
FAM118A	55007	55007	50611	C22orf8	20050510				
FAM118B	79607	79607	120257	LOC120257	20050510				
FAM120B	84498	84498	105378156	LOC105378156	20160609				
FAM120B	84498	84498	94580	LOC94580	20050510				
FAM120C	54954	54954	158576	LOC158576	20050510				
FAM127B	26071	26071	100292719	LOC100292719	20110803				
FAM127B	26071	26071	84714	MGC8471	20050510				
FAM127C	441518	441518	257048	LOC257048	20050505				
FAM129A	116496	116496	63911	NIBAN	20050510				
FAM129B	64855	64855	138426	LOC138426	20050510				
FAM132A	388581	388581	374936	LOC374936	20050509				
FAM133CP	728640	728640	100421635	LOC100421635	20110309				
FAM133CP	728640	728640	730753	LOC730753	20070619				
FAM133DP	728066	728066	100421546	LOC100421546	20100929				
FAM133DP	728066	728066	401015	LOC401015	20080725				
FAM133DP	728066	728066	731143	LOC731143	20061118				
FAM134B	54463	54463	96119	LOC96119	20050510				
FAM135A	57579	57579	80266	FLJ11205	20050510				
FAM136BP	387071	387071	643233	LOC643233	20090620				
FAM138A	645520	645520	654834	F379	20070905				
FAM138F	641702	641702	100132098	LOC100132098	20090620				
FAM13A	10144	10144	389211	LOC389211	20050510				
FAM13A-AS1	285512	285512	280642	FAM13A1OS	20050504				
FAM149A	25854	25854	105377594	LOC105377594	20160609				
FAM149B1P1	388181	388181	100113400	FAM149B2	20120518				
FAM153A	285596	285596	105377751	LOC105377751	20160609				
FAM153A	285596	285596	23100	KIAA0752	20050510				
FAM155A	728215	728215	731895	LOC731895	20070619				
FAM156B	727866	727866	653094	LOC653094	20060609				
FAM156B	727866	727866	653504	LOC653504	20070804				
FAM157A	728262	728262	102723643	GTF2IP18	20170315				
FAM157B	100132403	100132403	102724409	LOC102724409	20150315				
FAM157C	100996541	100996541	100132055	LOC100132055	20141018				
FAM157C	100996541	100996541	642780	DKFZP434B2016	20100330				
FAM160A1	729830	729830	731081	LOC731081	20070622				
FAM160B2	64760	64760	55307	FLJ11125	20070404				
FAM161A	84140	84140	23680	RP28	20110316				
FAM162B	221303	221303	154273	LOC154273	20050510				
FAM162B	221303	221303	353368	C6orf189	20050502				
FAM163A	148753	148753	91000	LOC91000	20050510				
FAM163B	642968	642968	100996390	LOC100996390	20140206				
FAM163B	642968	642968	643750	LOC643750	20110816				
FAM163B	642968	642968	649590	LOC649590	20060323				
FAM166B	730112	730112	731600	LOC731600	20070622				
FAM167B	84734	84734	115245	LOC115245	20050510				
FAM170B	170370	170370	399567	C10orf73	20050510				
FAM171A1	221061	221061	90061	LOC90061	20050502				
FAM173A	65990	65990	64479	C16orf24	20050506				
FAM173A	65990	65990	82377	LOC82377	20050510				
FAM174B	400451	400451	123435	LOC123435	20050510				
FAM175B	23172	23172	142931	LOC142931	20050510				
FAM175B	23172	23172	96567	LOC96567	20050510				
FAM177A1P1	728710	728710	100287782	LOC100287782	20101029				
FAM177A1P1	728710	728710	731383	LOC731383	20070619				
FAM178A	55719	55719	119506	FLJ25012	20050510				
FAM180A	389558	389558	392794	LOC392794	20050504				
FAM181B	220382	220382	283223	FLJ37735	20050510				
FAM182A	284800	284800	170500	C20orf91	20050604				
FAM182B	728882	728882	388358	MGC51338	20090331				
FAM183B	340286	340286	378061	LOC378061	20050510				
FAM183B	340286	340286	392661	LOC392661	20050217				
FAM185BP	641808	641808	100421596	LOC100421596	20100813				
FAM188B	84182	84182	254182	LOC254182	20050510				
FAM188B	84182	84182	392651	LOC392651	20050510				
FAM189B	10712	10712	115490	LOC115490	20050510				
FAM189B	10712	10712	128233	LOC128233	20050510				
FAM189B	10712	10712	149536	LOC149536	20050510				
FAM192BP	152667	152667	100421571	LOC100421571	20100813				
FAM193B	54540	54540	653307	LOC653307	20060511				
FAM193B	54540	54540	654030	LOC654030	20060511				
FAM195A	84331	84331	113001	LOC113001	20050502				
FAM195A	84331	84331	64489	C16orf14	20060504				
FAM196A	642938	642938	650000	LOC650000	20060312				
FAM197Y2	252946	252946	100292670	LOC100292670	20110803				
FAM197Y2	252946	252946	441535	LOC441535	20050502				
FAM198B	51313	51313	83936	AD036	20050507				
FAM199X	139231	139231	100506572	LOC100506572	20101218				
FAM19A1	407738	407738	494552	FAM19A1	20050507				
FAM19A2	338811	338811	102724280	LOC102724280	20150315				
FAM19A4	151647	151647	494553	FAM19A4	20050508				
FAM19A5	25817	25817	164729	LOC164729	20050510				
FAM201B	339742	339742	648151	LOC648151	20060323				
FAM203A	51236	51236	619466	C8orf30B	20080117				
FAM203A	51236	51236	653154	LOC653154	20060906				
FAM203A	51236	51236	728071	FAM203B	20140412				
FAM204A	63877	63877	220479	LOC220479	20050510				
FAM205B	389715	389715	100129533	LOC100129533	20081120				
FAM205B	389715	389715	26104	DKFZp434J193	20050510				
FAM206A	54942	54942	23730	C9orf6	20050830				
FAM207A	85395	85395	91110	LOC91110	20050504				
FAM207BP	729535	729535	731499	LOC731499	20070619				
FAM207CP	727987	727987	149997	LOC149997	20050510				
FAM208A	23272	23272	51687	LOC51687	20050510				
FAM208B	54906	54906	399712	LOC399712	20050502				
FAM209B	388799	388799	128578	C20orf107	20061203				
FAM209B	388799	388799	149761	LOC149761	20050510				
FAM209B	388799	388799	375101	LOC375101	20050506				
FAM20C	56975	56975	100132244	LOC100132244	20140426				
FAM210B	116151	116151	81895	DKFZP434A1114	20050510				
FAM210CP	100131328	100131328	100510715	LOC100510715	20101209				
FAM212A	389119	389119	348837	LOC348837	20050217				
FAM212A	389119	389119	375343	LOC375343	20050503				
FAM212B	55924	55924	284465	LOC284465	20050802				
FAM214B	80256	80256	57660	KIAA1539	20050510				
FAM21A	387680	387680	115460	LOC115460	20050510				
FAM21A	387680	387680	374332	LOC374332	20050510				
FAM21A	387680	387680	414163	FAM21A	20070802				
FAM21A	387680	387680	414164	FAM21B	20050510				
FAM21A	387680	387680	439977	LOC439977	20050502				
FAM21A	387680	387680	55747	FAM21B	20140412				
FAM21A	387680	387680	88731	LOC88731	20050510				
FAM21C	253725	253725	23311	KIAA0592	20050510				
FAM21C	253725	253725	414162	FAM21C	20050510				
FAM21D	653450	653450				-	653450	FAM21D	20140412
FAM21EP	100421577	100421577	101928665	LOC101928665	20140522				
FAM21EP	100421577	100421577	326332	FLJ31813	20140522				
FAM21FP	100288690	100288690	100293433	LOC100293433	20100430				
FAM21FP	100288690	100288690	105369217	LOC105369217	20160609				
FAM21FP	100288690	100288690	648708	LOC648708	20101029				
FAM220BP	647044	647044	651023	LOC651023	20070619				
FAM220BP	647044	647044	654374	C9orf51	20080217				
FAM221B	392307	392307	375706	LOC375706	20050502				
FAM224A	401630	401630	159110	LOC159110	20100105				
FAM225A	286333	286333	100134429	LOC100134429	20080611				
FAM225B	100128385	100128385	100133525	LOC100133525	20081105				
FAM225B	100128385	100128385	401549	C9orf110	20081105				
FAM226B	653687	653687	349443	LOC349443	20050510				
FAM226B	653687	653687	729488	CXorf50B	20090116				
FAM227A	646851	646851	388900	LOC388900	20090612				
FAM227A	646851	646851	651105	LOC651105	20080304				
FAM228A	653140	653140	653958	LOC653958	20060323				
FAM228B	375190	375190	102723419	LOC102723419	20140404				
FAM230A	653203	653203	102724107	LOC102724107	20150315				
FAM230A	653203	653203	102725131	LOC102725131	20160609				
FAM230A	653203	653203	105369191	LOC105369191	20160416				
FAM24B	196792	196792	729803	LOC729803	20061005				
FAM25A	643161	643161	414172	FAM25A	20070401				
FAM25A	643161	643161	647993	LOC647993	20090331				
FAM25B	100132929	100132929	414202	FAM25B	20081025				
FAM25C	644054	644054	414203	FAM25C	20081026				
FAM25C	644054	644054	727953	LOC727953	20071212				
FAM25C	644054	644054	728122	LOC728122	20071212				
FAM25G	100133093	100133093	414206	FAM25G	20080817				
FAM25HP	414155	414155				-	414155	FAM25HP	20141127
FAM26F	441168	441168	221299	C6orf187	20070621				
FAM27B	100133121	100133121	441439	LOC441439	20050618				
FAM27B	100133121	100133121	548323	FAM27B	20090331				
FAM27C	100132948	100132948	100132429	LOC100132429	20101029				
FAM27C	100132948	100132948	102725186	LOC102725186	20160609				
FAM27C	100132948	100132948	441419	LOC441419	20050618				
FAM27C	100132948	100132948	441437	LOC441437	20050618				
FAM27C	100132948	100132948	548320	FAM27C	20090324				
FAM27C	100132948	100132948	548321	FAM27A	20140528				
FAM27E2	100289124	100289124	100287333	FAM27E1	20140327				
FAM27E2	100289124	100289124	100293193	LOC100293193	20100430				
FAM27E2	100289124	100289124	158318	FAM27E1	20091015				
FAM27E2	100289124	100289124	504188	FAM27E2	20091015				
FAM27E3	100131997	100131997	286301	FAM27E3	20080801				
FAM27L	284123	284123	147120	LOC147120	20050510				
FAM32A	26017	26017	125973	LOC125973	20050510				
FAM32A	26017	26017	125974	LOC125974	20050510				
FAM32A	26017	26017	147769	LOC147769	20050510				
FAM32A	26017	26017	255481	LOC255481	20050502				
FAM32B	399656	399656	100421613	LOC100421613	20100901				
FAM35BP	414241	414241	338598	FAM35EP	20140408				
FAM35CP	100128781	100128781	100421612	LOC100421612	20100825				
FAM35CP	100128781	100128781	406877	FAM35A2	20081025				
FAM35DP	439965	439965	100421578	LOC100421578	20101013				
FAM3C2	286460	286460	652882	LOC652882	20060323				
FAM45B	55855	55855	115146	LOC115146	20050510				
FAM45B	55855	55855	139763	LOC139763	20050510				
FAM45B	55855	55855	83086	LOC83086	20050510				
FAM47DP	139249	139249	100421532	LOC100421532	20110201				
FAM53A	152877	152877	100507054	LOC100507054	20150315				
FAM57B	83723	83723	100996332	LOC100996332	20140805				
FAM60BP	100421588	100421588	574012	FAM60BP	20111012				
FAM60CP	728115	728115	548328	FAM60CP	20101105				
FAM60DP	646721	646721	619395	FAM60DP	20110819				
FAM60DP	646721	646721	650287	LOC650287	20060323				
FAM64A	54478	54478	116044	LOC116044	20050510				
FAM64A	54478	54478	79996	FLJ10491	20050510				
FAM65B	9750	9750	101928642	LOC101928642	20131105				
FAM65B	9750	9750	51355	Diff48	20050510				
FAM65C	140876	140876	140879	C20orf176	20141122				
FAM65C	140876	140876	200230	LOC200230	20060915				
FAM66A	100133172	100133172	100128995	LOC100128995	20090201				
FAM66A	100133172	100133172	552864	FAM66A	20090201				
FAM66B	100128890	100128890	100289400	LOC100289400	20101029				
FAM66B	100128890	100128890	100293707	LOC100293707	20100430				
FAM66B	100128890	100128890	552865	FAM66B	20090331				
FAM66D	100132923	100132923	100133184	LOC100133184	20090331				
FAM66D	100132923	100132923	552866	FAM66D	20090212				
FAM66E	100132103	100132103	441342	FAM66E	20081120				
FAM71E2	284418	284418	199714	MGC35045	20050510				
FAM72B	653820	653820	102724451	LOC102724451	20150315				
FAM72B	653820	653820	554280	FAM72B	20070619				
FAM72C	554282	554282	102724504	LOC102724504	20150315				
FAM72D	728833	728833	101060656	LOC101060656	20130816				
FAM72D	728833	728833	102724255	LOC102724255	20150315				
FAM72D	728833	728833	126921	LOC126921	20050510				
FAM72D	728833	728833	389835	FAM72A	20060602				
FAM72D	728833	728833	653573	GCUD2	20090327				
FAM74A1	401507	401507	653809	FAM74A5	20140325				
FAM74A3	728495	728495	724096	FAM74A3	20070616				
FAM74A4	401508	401508	653114	FAM74A2	20140325				
FAM74A4	401508	401508	724095	FAM74A2	20090404				
FAM74A6	653123	653123	138664	LOC138664	20050510				
FAM74A6	653123	653123	352630	LOC352630	20050510				
FAM74A7	100996582	100996582	100133021	FAM74A7	20130329				
FAM78A	286336	286336	89854	FLJ00024	20050510				
FAM83B	222584	222584	135023	LOC135023	20050510				
FAM83F	113828	113828	100130899	LOC100130899	20190517				
FAM83G	644815	644815	650803	LOC650803	20061224				
FAM83H	286077	286077	100188824	AI3	20090325				
FAM83H-AS1	100128338	100128338	100131318	LOC100131318	20090109				
FAM84A	151354	151354	653602	LOC653602	20161209				
FAM84A	151354	151354	654112	LOC654112	20060323				
FAM86B2	653333	653333	100509790	LOC100509790	20110803				
FAM86B2	653333	653333	619429	FAM86B2	20070807				
FAM86B3P	286042	286042	100129420	LOC100129420	20081105				
FAM86B3P	286042	286042	647499	LOC647499	20060312				
FAM86C1	55199	55199	157450	MGC45068	20050510				
FAM86C1	55199	55199	82194	LOC82194	20050510				
FAM86C1	55199	55199	90960	LOC90960	20050510				
FAM86C2P	645332	645332	100421556	LOC100421556	20110309				
FAM86EP	348926	348926	402162	LOC402162	20050623				
FAM86FP	653113	653113	730897	LOC730897	20080304				
FAM86GP	387745	387745	100421554	LOC100421554	20100813				
FAM86GP	387745	387745	729647	LOC729647	20080304				
FAM86GP	387745	387745	731674	LOC731674	20070619				
FAM86KP	100287013	100287013	100133429	LOC100133429	20100430				
FAM86LP	641924	641924	100421530	LOC100421530	20100813				
FAM86LP	641924	641924	647423	LOC647423	20070809				
FAM87A	157693	157693	100134357	LOC100134357	20100430				
FAM87A	157693	157693	100288862	LOC100288862	20101029				
FAM87A	157693	157693	100290458	LOC100290458	20100430				
FAM87B	400728	400728	100288100	LOC100288100	20101029				
FAM8A1	51439	51439	221659	LOC221659	20050510				
FAM8A2P	728097	728097	100421555	LOC100421555	20100813				
FAM8A2P	728097	728097	114178	FAM8A2P	20090110				
FAM8A2P	728097	728097	730642	LOC730642	20070619				
FAM8A3P	100129594	100129594	100421477	LOC100421477	20100813				
FAM8A3P	100129594	100129594	114179	FAM8A3P	20090110				
FAM8A4P	386726	386726	100421488	LOC100421488	20100811				
FAM8A4P	386726	386726	114180	FAM8A4P	20110224				
FAM8A5P	114181	114181	107987439	LOC107987439	20170408				
FAM8A5P	114181	114181	107987444	LOC107987444	20170408				
FAM8A5P	114181	114181	107987458	LOC107987458	20170408				
FAM8A6P	114182	114182	100421516	LOC100421516	20110301				
FAM90A1	55138	55138	220509	LOC220509	20050510				
FAM90A1	55138	55138	93174	LOC93174	20050510				
FAM90A10P	441328	441328	375643	LOC375643	20050510				
FAM90A10P	441328	441328	389619	LOC389619	20050509				
FAM90A13P	441314	441314	619424	FAM90A13	20070331				
FAM90A14P	645651	645651	619413	FAM90A14	20070331				
FAM90A15P	389630	389630	286040	LOC286040	20050509				
FAM90A15P	389630	389630	619432	FAM90A15	20070404				
FAM90A15P	389630	389630	645353	LOC645353	20060906				
FAM90A16P	441323	441323	441325	LOC441325	20060906				
FAM90A16P	441323	441323	619414	FAM90A16	20070331				
FAM90A17P	728746	728746	619425	FAM90A17	20070331				
FAM90A18P	441326	441326	619415	FAM90A18	20070331				
FAM90A18P	441326	441326	645709	LOC645709	20060906				
FAM90A19P	728753	728753	619433	FAM90A19	20070331				
FAM90A20P	728430	728430	619416	FAM90A20	20070331				
FAM90A22P	645558	645558	619419	FAM90A22P	20070331				
FAM90A23P	645572	645572	619420	FAM90A23P	20070331				
FAM90A24P	441332	441332	101060621	LOC101060621	20150315				
FAM90A24P	441332	441332	619421	FAM90A24P	20070404				
FAM90A25P	389633	389633	100421584	LOC100421584	20110309				
FAM90A27P	646508	646508	100507132	LOC100507132	20110803				
FAM90A27P	646508	646508	648520	LOC648520	20060323				
FAM90A4P	441313	441313	100421585	LOC100421585	20100813				
FAM90A7P	441317	441317	389613	LOC389613	20050508				
FAM91A3P	729182	729182	100421608	LOC100421608	20101014				
FAM91A3P	729182	729182	440681	FAM91A3P	20071213				
FAM92A1	137392	137392	730572	LOC730572	20070120				
FAM92A1P1	729073	729073	388116	LOC388116	20090430				
FAM92A1P1	729073	729073	619340	FAM92A2	20070718				
FAM95B1	100133036	100133036	100132791	LOC100132791	20090317				
FAM95B1	100133036	100133036	100147739	FAM95B1	20090210				
FAM95C	100289137	100289137	100290097	LOC100290097	20110803				
FAM95C	100289137	100289137	100293400	LOC100293400	20100430				
FAM99B	100132464	100132464	440022	FAM99B	20081025				
FAM9A	171482	171482	286475	LOC286475	20050510				
FAM9B	171483	171483	102724044	LOC102724044	20150315				
FAM9B	171483	171483	286476	FLJ40182	20050510				
FAM9C	171484	171484	139941	LOC139941	20050510				
FAM9C	171484	171484	728906	LOC728906	20070127				
FANCA	2175	2175	2190	FANCH	20050510				
FANCA	2175	2175	82952	LOC82952	20050510				
FANCB	2187	2187	107652447	FAAP95	20160430				
FANCB	2187	2187	170079	FLJ34064	20050510				
FANCC	2176	2176	138834	LOC138834	20050510				
FANCG	2189	2189	138722	LOC138722	20050510				
FANCG	2189	2189	138727	LOC138727	20050510				
FANCG	2189	2189	7522	XRCC9	20050502				
FANCG	2189	2189	82603	LOC82603	20050510				
FANCI	55215	55215	751608	FANCI	20070509				
FARP1	10160	10160	100507587	FARP1-IT1	20130417				
FARP1	10160	10160	101060526	FARP1-IT1	20140109				
FARSB	10056	10056	112957	LOC112957	20050510				
FARSBP1	647532	647532	100421435	LOC100421435	20100813				
FASTK	10922	10922	80166	FLJ13079	20050510				
FAT1P1	170513	170513	100421491	LOC100421491	20100813				
FAT3	120114	120114	120105	LOC120105	20050622				
FAT3	120114	120114	440062	LOC440062	20050622				
FAT4	79633	79633	339951	LOC339951	20060729				
FAT4	79633	79633	378432	FAT4	20050502				
FAU	2197	2197	55430	PRO0890	20050510				
FAXC	84553	84553	113694	LOC113694	20050510				
FAXDC2	10826	10826	112511	LOC112511	20050510				
