symbol	geneid	disorders
PNKP	ENSG00000039650	[459033:Ataxia-oculomotor_apraxia_type_4],[1934:Early_infantile_epileptic_encephalopathy]
PNP	4860	[760:Purine_nucleoside_phosphorylase_deficiency]
PNP	ENSG00000198805	[760:Purine_nucleoside_phosphorylase_deficiency]
PNPLA1	285848	[79394:Congenital_non-bullous_ichthyosiform_erythroderma]
PNPLA1	ENSG00000180316	[79394:Congenital_non-bullous_ichthyosiform_erythroderma]
PNPLA2	57104	[98908:Neutral_lipid_storage_myopathy]
PNPLA2	ENSG00000177666	[98908:Neutral_lipid_storage_myopathy]
PNPLA6	10908	[1180:Ataxia-hypogonadism-choroidal_dystrophy_syndrome],[139480:Autosomal_recessive_spastic_paraplegia_type_39],[1173:Cerebellar_ataxia-hypogonadism_syndrome],[2377:Laurence-Moon_syndrome],[3363:Trichomegaly-retina_pigmentary_degeneration-dwarfism_syndrome]
PNPLA6	ENSG00000032444	[1180:Ataxia-hypogonadism-choroidal_dystrophy_syndrome],[139480:Autosomal_recessive_spastic_paraplegia_type_39],[1173:Cerebellar_ataxia-hypogonadism_syndrome],[2377:Laurence-Moon_syndrome],[3363:Trichomegaly-retina_pigmentary_degeneration-dwarfism_syndrome]
PNPO	55163	[79096:Pyridoxal_phosphate-responsive_seizures]
PNPO	ENSG00000108439	[79096:Pyridoxal_phosphate-responsive_seizures]
PNPT1	87178	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB],[319514:Combined_oxidative_phosphorylation_defect_type_13]
PNPT1	ENSG00000138035	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB],[319514:Combined_oxidative_phosphorylation_defect_type_13]
POC1A	25886	[314394:Short_stature-onychodysplasia-facial_dysmorphism-hypotrichosis_syndrome]
POC1A	ENSG00000164087	[314394:Short_stature-onychodysplasia-facial_dysmorphism-hypotrichosis_syndrome]
POC1B	282809	[1872:Cone_rod_dystrophy]
POC1B	ENSG00000139323	[1872:Cone_rod_dystrophy]
PODXL	5420	[391411:Atypical_juvenile_parkinsonism],[2828:Young-onset_Parkinson_disease]
PODXL	ENSG00000128567	[391411:Atypical_juvenile_parkinsonism],[2828:Young-onset_Parkinson_disease]
POFUT1	23509	[79145:Dowling-Degos_disease]
POFUT1	ENSG00000101346	[79145:Dowling-Degos_disease]
POGLUT1	56983	[480682:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2Z],[79145:Dowling-Degos_disease]
POGLUT1	ENSG00000163389	[480682:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2Z],[79145:Dowling-Degos_disease]
POGZ	23126	[468678:Intellectual_disability-microcephaly-strabismus-behavioral_abnormalities_syndrome]
POGZ	ENSG00000143442	[468678:Intellectual_disability-microcephaly-strabismus-behavioral_abnormalities_syndrome]
POLA1	5422	[85453:X-linked_reticulate_pigmentary_disorder]
POLA1	ENSG00000101868	[85453:X-linked_reticulate_pigmentary_disorder]
POLD1	5424	[363649:Mandibular_hypoplasia-deafness-progeroid_features-lipodystrophy_syndrome],[447877:Polymerase_proofreading-related_adenomatous_polyposis]
POLD1	ENSG00000062822	[363649:Mandibular_hypoplasia-deafness-progeroid_features-lipodystrophy_syndrome],[447877:Polymerase_proofreading-related_adenomatous_polyposis]
POLE	5426	[352712:Facial_dysmorphism-immunodeficiency-livedo-short_stature_syndrome],[85173:IMAGe_syndrome],[447877:Polymerase_proofreading-related_adenomatous_polyposis]
POLE	ENSG00000177084	[352712:Facial_dysmorphism-immunodeficiency-livedo-short_stature_syndrome],[85173:IMAGe_syndrome],[447877:Polymerase_proofreading-related_adenomatous_polyposis]
POLG	5428	[726:Alpers-Huttenlocher_syndrome],[254892:Autosomal_dominant_progressive_external_ophthalmoplegia],[254886:Autosomal_recessive_progressive_external_ophthalmoplegia],[298:Mitochondrial_neurogastrointestinal_encephalomyopathy],[402082:Progressive_myoclonic_epilepsy_type_5],[94125:Recessive_mitochondrial_ataxia_syndrome],[70595:Sensory_ataxic_neuropathy-dysarthria-ophthalmoparesis_syndrome],[254881:Spinocerebellar_ataxia_with_epilepsy]
POLG	ENSG00000140521	[726:Alpers-Huttenlocher_syndrome],[254892:Autosomal_dominant_progressive_external_ophthalmoplegia],[254886:Autosomal_recessive_progressive_external_ophthalmoplegia],[298:Mitochondrial_neurogastrointestinal_encephalomyopathy],[402082:Progressive_myoclonic_epilepsy_type_5],[94125:Recessive_mitochondrial_ataxia_syndrome],[70595:Sensory_ataxic_neuropathy-dysarthria-ophthalmoparesis_syndrome],[254881:Spinocerebellar_ataxia_with_epilepsy]
POLG2	11232	[254892:Autosomal_dominant_progressive_external_ophthalmoplegia]
POLG2	ENSG00000256525	[254892:Autosomal_dominant_progressive_external_ophthalmoplegia]
POLH	5429	[90342:Xeroderma_pigmentosum_variant]
POLH	ENSG00000170734	[90342:Xeroderma_pigmentosum_variant]
POLR1A	25885	[1200:Choanal_atresia-hearing_loss-cardiac_defects-craniofacial_dysmorphism_syndrome]
POLR1A	ENSG00000068654	[1200:Choanal_atresia-hearing_loss-cardiac_defects-craniofacial_dysmorphism_syndrome]
POLR1C	9533	[88637:Hypomyelination-hypogonadotropic_hypogonadism-hypodontia_syndrome],[861:Treacher-Collins_syndrome]
POLR1C	ENSG00000171453	[88637:Hypomyelination-hypogonadotropic_hypogonadism-hypodontia_syndrome],[861:Treacher-Collins_syndrome]
POLR1D	51082	[861:Treacher-Collins_syndrome]
POLR1D	ENSG00000186184	[861:Treacher-Collins_syndrome]
POLR3A	11128	[137639:Hypomyelinating_leukodystrophy-ataxia-hypodontia-hypomyelination_syndrome],[447893:Hypomyelination-cerebellar_atrophy-hypoplasia_of_the_corpus_callosum_syndrome],[88637:Hypomyelination-hypogonadotropic_hypogonadism-hypodontia_syndrome],[77295:Odontoleukodystrophy],[447896:Tremor-ataxia-central_hypomyelination_syndrome],[3455:Wiedemann-Rautenstrauch_syndrome]
POLR3A	ENSG00000148606	[137639:Hypomyelinating_leukodystrophy-ataxia-hypodontia-hypomyelination_syndrome],[447893:Hypomyelination-cerebellar_atrophy-hypoplasia_of_the_corpus_callosum_syndrome],[88637:Hypomyelination-hypogonadotropic_hypogonadism-hypodontia_syndrome],[77295:Odontoleukodystrophy],[447896:Tremor-ataxia-central_hypomyelination_syndrome],[3455:Wiedemann-Rautenstrauch_syndrome]
POLR3B	55703	[85186:Endosteal_sclerosis-cerebellar_hypoplasia_syndrome],[88637:Hypomyelination-hypogonadotropic_hypogonadism-hypodontia_syndrome]
POLR3B	ENSG00000013503	[85186:Endosteal_sclerosis-cerebellar_hypoplasia_syndrome],[88637:Hypomyelination-hypogonadotropic_hypogonadism-hypodontia_syndrome]
POMC	5443	[71526:Obesity_due_to_pro-opiomelanocortin_deficiency]
POMC	ENSG00000115138	[71526:Obesity_due_to_pro-opiomelanocortin_deficiency]
POMGNT1	55624	[206564:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2O],[370959:Congenital_muscular_dystrophy_with_cerebellar_involvement],[588:Muscle-eye-brain_disease],[791:Retinitis_pigmentosa],[899:Walker-Warburg_syndrome]
POMGNT1	ENSG00000085998	[206564:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2O],[370959:Congenital_muscular_dystrophy_with_cerebellar_involvement],[588:Muscle-eye-brain_disease],[791:Retinitis_pigmentosa],[899:Walker-Warburg_syndrome]
POMGNT2	ENSG00000144647	[899:Walker-Warburg_syndrome]
POMK	ENSG00000185900	[370959:Congenital_muscular_dystrophy_with_cerebellar_involvement],[445110:Limb-girdle_muscular_dystrophy_due_to_POMK_deficiency],[899:Walker-Warburg_syndrome]
POMP	51371	[281201:Keratosis_linearis-ichthyosis_congenita-sclerosing_keratoderma_syndrome]
POMP	ENSG00000132963	[281201:Keratosis_linearis-ichthyosis_congenita-sclerosing_keratoderma_syndrome]
POMT1	10585	[86812:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2K],[370959:Congenital_muscular_dystrophy_with_cerebellar_involvement],[370968:Congenital_muscular_dystrophy_with_intellectual_disability],[370980:Congenital_muscular_dystrophy_without_intellectual_disability],[588:Muscle-eye-brain_disease],[899:Walker-Warburg_syndrome]
POMT1	ENSG00000130714	[86812:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2K],[370959:Congenital_muscular_dystrophy_with_cerebellar_involvement],[370968:Congenital_muscular_dystrophy_with_intellectual_disability],[370980:Congenital_muscular_dystrophy_without_intellectual_disability],[588:Muscle-eye-brain_disease],[899:Walker-Warburg_syndrome]
POMT2	29954	[206559:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2N],[370959:Congenital_muscular_dystrophy_with_cerebellar_involvement],[370968:Congenital_muscular_dystrophy_with_intellectual_disability],[588:Muscle-eye-brain_disease],[899:Walker-Warburg_syndrome]
POMT2	ENSG00000009830	[206559:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2N],[370959:Congenital_muscular_dystrophy_with_cerebellar_involvement],[370968:Congenital_muscular_dystrophy_with_intellectual_disability],[588:Muscle-eye-brain_disease],[899:Walker-Warburg_syndrome]
PON1	5444	[803:Amyotrophic_lateral_sclerosis]
PON1	ENSG00000005421	[803:Amyotrophic_lateral_sclerosis]
PON2	5445	[803:Amyotrophic_lateral_sclerosis]
PON2	ENSG00000105854	[803:Amyotrophic_lateral_sclerosis]
PON3	5446	[803:Amyotrophic_lateral_sclerosis]
PON3	ENSG00000105852	[803:Amyotrophic_lateral_sclerosis]
POP1	10940	[93347:Anauxetic_dysplasia]
POP1	ENSG00000104356	[93347:Anauxetic_dysplasia]
POR	5447	[95699:Congenital_adrenal_hyperplasia_due_to_cytochrome_P450_oxidoreductase_deficiency]
POR	ENSG00000127948	[95699:Congenital_adrenal_hyperplasia_due_to_cytochrome_P450_oxidoreductase_deficiency]
PORCN	64840	[2092:Focal_dermal_hypoplasia]
PORCN	ENSG00000102312	[2092:Focal_dermal_hypoplasia]
POT1	25913	[251630:Anaplastic_oligodendroglioma],[67038:B-cell_chronic_lymphocytic_leukemia],[618:Familial_melanoma],[251627:Oligodendroglioma]
POT1	ENSG00000128513	[251630:Anaplastic_oligodendroglioma],[67038:B-cell_chronic_lymphocytic_leukemia],[618:Familial_melanoma],[251627:Oligodendroglioma]
POU1F1	5449	[95494:Combined_pituitary_hormone_deficiencies,_genetic_forms],[226307:Hypothyroidism_due_to_deficient_transcription_factors_involved_in_pituitary_development_or_function],[231679:Isolated_growth_hormone_deficiency_type_II]
POU1F1	ENSG00000064835	[95494:Combined_pituitary_hormone_deficiencies,_genetic_forms],[226307:Hypothyroidism_due_to_deficient_transcription_factors_involved_in_pituitary_development_or_function],[231679:Isolated_growth_hormone_deficiency_type_II]
POU2AF1	5450	[186:Primary_biliary_cholangitis]
POU2AF1	ENSG00000110777	[186:Primary_biliary_cholangitis]
POU3F4	5456	[383:X-linked_mixed_deafness_with_perilymphatic_gusher],[1435:Xq21_microdeletion_syndrome]
POU3F4	ENSG00000196767	[383:X-linked_mixed_deafness_with_perilymphatic_gusher],[1435:Xq21_microdeletion_syndrome]
POU4F3	5459	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
POU4F3	ENSG00000091010	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
POU6F2	11281	[654:Nephroblastoma]
POU6F2	ENSG00000106536	[654:Nephroblastoma]
PPARG	5468	[528:Berardinelli-Seip_congenital_lipodystrophy],[146:Differentiated_thyroid_carcinoma],[251579:Giant_cell_glioblastoma],[251576:Gliosarcoma],[79083:PPARG-related_familial_partial_lipodystrophy]
PPARG	ENSG00000132170	[528:Berardinelli-Seip_congenital_lipodystrophy],[146:Differentiated_thyroid_carcinoma],[251579:Giant_cell_glioblastoma],[251576:Gliosarcoma],[79083:PPARG-related_familial_partial_lipodystrophy]
PPARGC1A	10891	[803:Amyotrophic_lateral_sclerosis]
PPARGC1A	ENSG00000109819	[803:Amyotrophic_lateral_sclerosis]
PPCS	79717	[154:Familial_isolated_dilated_cardiomyopathy]
PPCS	ENSG00000127125	[154:Familial_isolated_dilated_cardiomyopathy]
PPIB	5479	[216804:Osteogenesis_imperfecta_type_2],[216812:Osteogenesis_imperfecta_type_3],[216820:Osteogenesis_imperfecta_type_4]
PPIB	ENSG00000166794	[216804:Osteogenesis_imperfecta_type_2],[216812:Osteogenesis_imperfecta_type_3],[216820:Osteogenesis_imperfecta_type_4]
PPIP5K2	23262	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
PPIP5K2	ENSG00000145725	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
PPM1B	5495	[163693:2p21_microdeletion_syndrome]
PPM1B	ENSG00000138032	[163693:2p21_microdeletion_syndrome]
PPM1D	8493	[227535:Hereditary_breast_cancer]
PPM1D	ENSG00000170836	[227535:Hereditary_breast_cancer]
PPM1K	152926	[268162:Intermediate_maple_syrup_urine_disease]
PPM1K	ENSG00000163644	[268162:Intermediate_maple_syrup_urine_disease]
PPOX	5498	[79473:Porphyria_variegata]
PPOX	ENSG00000143224	[79473:Porphyria_variegata]
PPP1CB	5500	[2701:Noonan_syndrome-like_disorder_with_loose_anagen_hair]
PPP1CB	ENSG00000213639	[2701:Noonan_syndrome-like_disorder_with_loose_anagen_hair]
PPP1R15B	84919	[391408:Primary_microcephaly-mild_intellectual_disability-young-onset_diabetes_syndrome]
PPP1R15B	ENSG00000158615	[391408:Primary_microcephaly-mild_intellectual_disability-young-onset_diabetes_syndrome]
PPP2R1A	5518	[457284:Microcephaly-corpus_callosum_hypoplasia-intellectual_disability-facial_dysmorphism_syndrome]
PPP2R1A	ENSG00000105568	[457284:Microcephaly-corpus_callosum_hypoplasia-intellectual_disability-facial_dysmorphism_syndrome]
PPP2R2B	5521	[98762:Spinocerebellar_ataxia_type_12]
PPP2R2B	ENSG00000156475	[98762:Spinocerebellar_ataxia_type_12]
PPP2R5D	5528	[457279:Intellectual_disability-macrocephaly-hypotonia-behavioral_abnormalities_syndrome]
PPP2R5D	ENSG00000112640	[457279:Intellectual_disability-macrocephaly-hypotonia-behavioral_abnormalities_syndrome]
PPP3CA	5530	[178469:Autosomal_dominant_non-syndromic_intellectual_disability],[442835:Undetermined_early-onset_epileptic_encephalopathy]
PPP3CA	ENSG00000138814	[178469:Autosomal_dominant_non-syndromic_intellectual_disability],[442835:Undetermined_early-onset_epileptic_encephalopathy]
PPT1	5538	[228329:CLN1_disease]
PPT1	ENSG00000131238	[228329:CLN1_disease]
PQBP1	10084	[93946:Hamel_cerebro-palato-cardiac_syndrome],[93947:X-linked_intellectual_disability,_Golabi-Ito-Hall_type],[93945:X-linked_intellectual_disability,_Porteous_type],[93950:X-linked_intellectual_disability,_Sutherland-Haan_type]
PQBP1	ENSG00000102103	[93946:Hamel_cerebro-palato-cardiac_syndrome],[93947:X-linked_intellectual_disability,_Golabi-Ito-Hall_type],[93945:X-linked_intellectual_disability,_Porteous_type],[93950:X-linked_intellectual_disability,_Sutherland-Haan_type]
PRCC	5546	[319308:MiT_family_translocation_renal_cell_carcinoma]
PRCC	ENSG00000143294	[319308:MiT_family_translocation_renal_cell_carcinoma]
PRCD	768206	[791:Retinitis_pigmentosa]
PRCD	ENSG00000214140	[791:Retinitis_pigmentosa]
PRDM12	59335	[478664:Hereditary_sensory_and_autonomic_neuropathy_type_8]
PRDM12	ENSG00000130711	[478664:Hereditary_sensory_and_autonomic_neuropathy_type_8]
PRDM16	63976	[1606:1p36_deletion_syndrome],[154:Familial_isolated_dilated_cardiomyopathy],[54260:Left_ventricular_noncompaction]
PRDM16	ENSG00000142611	[1606:1p36_deletion_syndrome],[154:Familial_isolated_dilated_cardiomyopathy],[54260:Left_ventricular_noncompaction]
PRDM5	11107	[90354:Brittle_cornea_syndrome]
PRDM5	ENSG00000138738	[90354:Brittle_cornea_syndrome]
PRDM6	93166	[466729:Familial_patent_arterial_duct]
PRDM6	ENSG00000061455	[466729:Familial_patent_arterial_duct]
PRDM8	56978	[324290:Early-onset_Lafora_body_disease]
PRDM8	ENSG00000152784	[324290:Early-onset_Lafora_body_disease]
PREPL	9581	[163693:2p21_microdeletion_syndrome],[369881:2p21_microdeletion_syndrome_without_cystinuria],[238523:Atypical_hypotonia-cystinuria_syndrome],[163690:Hypotonia-cystinuria_syndrome]
PREPL	ENSG00000138078	[163693:2p21_microdeletion_syndrome],[369881:2p21_microdeletion_syndrome_without_cystinuria],[238523:Atypical_hypotonia-cystinuria_syndrome],[163690:Hypotonia-cystinuria_syndrome]
PRF1	5551	[540:Familial_hemophagocytic_lymphohistiocytosis],[391343:Fatal_post-viral_neurodegenerative_disorder],[88:Idiopathic_aplastic_anemia]
PRF1	ENSG00000180644	[540:Familial_hemophagocytic_lymphohistiocytosis],[391343:Fatal_post-viral_neurodegenerative_disorder],[88:Idiopathic_aplastic_anemia]
PRG4	10216	[2848:Camptodactyly-arthropathy-coxa-vara-pericarditis_syndrome]
PRG4	ENSG00000116690	[2848:Camptodactyly-arthropathy-coxa-vara-pericarditis_syndrome]
PRICKLE1	144165	[308:Unverricht-Lundborg_disease]
PRICKLE1	ENSG00000139174	[308:Unverricht-Lundborg_disease]
PRICKLE2	166336	[402082:Progressive_myoclonic_epilepsy_type_5]
PRICKLE2	ENSG00000163637	[402082:Progressive_myoclonic_epilepsy_type_5]
PRKACA	5566	[401920:Fibrolamellar_hepatocellular_carcinoma],[189439:Primary_pigmented_nodular_adrenocortical_disease]
PRKACA	ENSG00000072062	[401920:Fibrolamellar_hepatocellular_carcinoma],[189439:Primary_pigmented_nodular_adrenocortical_disease]
PRKACG	5568	[438207:Severe_autosomal_recessive_macrothrombocytopenia]
PRKACG	ENSG00000165059	[438207:Severe_autosomal_recessive_macrothrombocytopenia]
PRKAG2	51422	[439854:Fatal_congenital_hypertrophic_cardiomyopathy_due_to_glycogen_storage_disease]
PRKAG2	ENSG00000106617	[439854:Fatal_congenital_hypertrophic_cardiomyopathy_due_to_glycogen_storage_disease]
PRKAR1A	5573	[950:Acrodysostosis],[280651:Acrodysostosis_with_multiple_hormone_resistance],[520:Acute_promyelocytic_leukemia],[1359:Carney_complex],[615:Familial_atrial_myxoma],[189439:Primary_pigmented_nodular_adrenocortical_disease]
PRKAR1A	ENSG00000108946	[950:Acrodysostosis],[280651:Acrodysostosis_with_multiple_hormone_resistance],[520:Acute_promyelocytic_leukemia],[1359:Carney_complex],[615:Familial_atrial_myxoma],[189439:Primary_pigmented_nodular_adrenocortical_disease]
PRKAR1B	5575	[412066:PRKAR1B-related_neurodegenerative_dementia_with_intermediate_filaments]
PRKAR1B	ENSG00000188191	[412066:PRKAR1B-related_neurodegenerative_dementia_with_intermediate_filaments]
PRKCD	5580	[3261:Autoimmune_lymphoproliferative_syndrome],[300345:Autosomal_systemic_lupus_erythematosus],[1572:Common_variable_immunodeficiency]
PRKCD	ENSG00000163932	[3261:Autoimmune_lymphoproliferative_syndrome],[300345:Autosomal_systemic_lupus_erythematosus],[1572:Common_variable_immunodeficiency]
PRKCG	5582	[98763:Spinocerebellar_ataxia_type_14]
PRKCG	ENSG00000126583	[98763:Spinocerebellar_ataxia_type_14]
PRKCSH	5589	[2924:Isolated_polycystic_liver_disease]
PRKCSH	ENSG00000130175	[2924:Isolated_polycystic_liver_disease]
PRKD1	5587	[276145:Malignant_epithelial_tumor_of_salivary_glands]
PRKD1	ENSG00000184304	[276145:Malignant_epithelial_tumor_of_salivary_glands]
PRKDC	5591	[317425:Severe_combined_immunodeficiency_due_to_DNA-PKcs_deficiency]
PRKDC	ENSG00000253729	[317425:Severe_combined_immunodeficiency_due_to_DNA-PKcs_deficiency]
PRKG1	5592	[91387:Familial_thoracic_aortic_aneurysm_and_aortic_dissection]
PRKG1	ENSG00000185532	[91387:Familial_thoracic_aortic_aneurysm_and_aortic_dissection]
PRKRA	8575	[210571:Dystonia_16]
PRKRA	ENSG00000180228	[210571:Dystonia_16]
PRLR	5618	[397685:Familial_hyperprolactinemia]
PRLR	ENSG00000113494	[397685:Familial_hyperprolactinemia]
PRMT7	54496	[464288:Short_stature-brachydactyly-obesity-global_developmental_delay_syndrome]
PRMT7	ENSG00000132600	[464288:Short_stature-brachydactyly-obesity-global_developmental_delay_syndrome]
PRNP	5621	[280397:Familial_Alzheimer-like_prion_disease],[466:Fatal_familial_insomnia],[356:Gerstmann-Straussler-Scheinker_syndrome],[157941:Huntington_disease-like_1],[282166:Inherited_Creutzfeldt-Jakob_disease],[454745:Kuru],[397606:PrP_systemic_amyloidosis]
PRNP	ENSG00000171867	[280397:Familial_Alzheimer-like_prion_disease],[466:Fatal_familial_insomnia],[356:Gerstmann-Straussler-Scheinker_syndrome],[157941:Huntington_disease-like_1],[282166:Inherited_Creutzfeldt-Jakob_disease],[454745:Kuru],[397606:PrP_systemic_amyloidosis]
PROC	5624	[745:Severe_hereditary_thrombophilia_due_to_congenital_protein_C_deficiency]
PROC	ENSG00000115718	[745:Severe_hereditary_thrombophilia_due_to_congenital_protein_C_deficiency]
PRODH	5625	[419:Hyperprolinemia_type_1]
PRODH	ENSG00000100033	[419:Hyperprolinemia_type_1]
PROK2	60675	[478:Kallmann_syndrome],[432:Normosmic_congenital_hypogonadotropic_hypogonadism]
PROK2	ENSG00000163421	[478:Kallmann_syndrome],[432:Normosmic_congenital_hypogonadotropic_hypogonadism]
PROKR2	128674	[478:Kallmann_syndrome],[432:Normosmic_congenital_hypogonadotropic_hypogonadism],[95496:Pituitary_stalk_interruption_syndrome],[3157:Septo-optic_dysplasia_spectrum]
PROKR2	ENSG00000101292	[478:Kallmann_syndrome],[432:Normosmic_congenital_hypogonadotropic_hypogonadism],[95496:Pituitary_stalk_interruption_syndrome],[3157:Septo-optic_dysplasia_spectrum]
PROM1	8842	[1872:Cone_rod_dystrophy],[319640:Retinal_macular_dystrophy_type_2],[791:Retinitis_pigmentosa],[827:Stargardt_disease]
PROM1	ENSG00000007062	[1872:Cone_rod_dystrophy],[319640:Retinal_macular_dystrophy_type_2],[791:Retinitis_pigmentosa],[827:Stargardt_disease]
PROP1	5626	[95494:Combined_pituitary_hormone_deficiencies,_genetic_forms],[226307:Hypothyroidism_due_to_deficient_transcription_factors_involved_in_pituitary_development_or_function],[90695:Panhypopituitarism]
PROP1	ENSG00000175325	[95494:Combined_pituitary_hormone_deficiencies,_genetic_forms],[226307:Hypothyroidism_due_to_deficient_transcription_factors_involved_in_pituitary_development_or_function],[90695:Panhypopituitarism]
PROS1	5627	[743:Severe_hereditary_thrombophilia_due_to_congenital_protein_S_deficiency]
PROS1	ENSG00000184500	[743:Severe_hereditary_thrombophilia_due_to_congenital_protein_S_deficiency]
PROSC	11212	[3006:Pyridoxine-dependent_epilepsy]
PROSC	ENSG00000147471	[3006:Pyridoxine-dependent_epilepsy]
PROZ	8858	[329217:Cerebral_sinovenous_thrombosis]
PROZ	ENSG00000126231	[329217:Cerebral_sinovenous_thrombosis]
PRPF3	9129	[791:Retinitis_pigmentosa]
PRPF3	ENSG00000117360	[791:Retinitis_pigmentosa]
PRPF31	26121	[791:Retinitis_pigmentosa]
PRPF31	ENSG00000105618	[791:Retinitis_pigmentosa]
PRPF4	9128	[791:Retinitis_pigmentosa]
PRPF4	ENSG00000136875	[791:Retinitis_pigmentosa]
PRPF6	24148	[791:Retinitis_pigmentosa]
PRPF6	ENSG00000101161	[791:Retinitis_pigmentosa]
PRPF8	10594	[791:Retinitis_pigmentosa]
PRPF8	ENSG00000174231	[791:Retinitis_pigmentosa]
PRPH	5630	[803:Amyotrophic_lateral_sclerosis]
PRPH	ENSG00000135406	[803:Amyotrophic_lateral_sclerosis]
PRPH2	5961	[99000:Adult-onset_foveomacular_vitelliform_dystrophy],[99001:Butterfly-shaped_pigment_dystrophy],[75377:Central_areolar_choroidal_dystrophy],[1872:Cone_rod_dystrophy],[227796:Fundus_albipunctatus],[99003:Multifocal_pattern_dystrophy_simulating_fundus_flavimaculatus],[791:Retinitis_pigmentosa],[52427:Retinitis_punctata_albescens],[827:Stargardt_disease]
PRPH2	ENSG00000112619	[99000:Adult-onset_foveomacular_vitelliform_dystrophy],[99001:Butterfly-shaped_pigment_dystrophy],[75377:Central_areolar_choroidal_dystrophy],[1872:Cone_rod_dystrophy],[227796:Fundus_albipunctatus],[99003:Multifocal_pattern_dystrophy_simulating_fundus_flavimaculatus],[791:Retinitis_pigmentosa],[52427:Retinitis_punctata_albescens],[827:Stargardt_disease]
PRPS1	5631	[1187:Lethal_ataxia_with_deafness_and_optic_atrophy],[411536:Mild_phosphoribosylpyrophosphate_synthetase_superactivity],[411543:Severe_phosphoribosylpyrophosphate_synthetase_superactivity],[99014:X-linked_Charcot-Marie-Tooth_disease_type_5],[423479:X-linked_intellectual_disability-limb_spasticity-retinal_dystrophy-diabetes_insipidus_syndrome],[90625:X-linked_non-syndromic_sensorineural_deafness_type_DFN]
PRPS1	ENSG00000147224	[1187:Lethal_ataxia_with_deafness_and_optic_atrophy],[411536:Mild_phosphoribosylpyrophosphate_synthetase_superactivity],[411543:Severe_phosphoribosylpyrophosphate_synthetase_superactivity],[99014:X-linked_Charcot-Marie-Tooth_disease_type_5],[423479:X-linked_intellectual_disability-limb_spasticity-retinal_dystrophy-diabetes_insipidus_syndrome],[90625:X-linked_non-syndromic_sensorineural_deafness_type_DFN]
PRRT2	112476	[306:Benign_familial_infantile_epilepsy],[569:Familial_or_sporadic_hemiplegic_migraine],[31709:Infantile_convulsions_and_choreoathetosis],[98811:Paroxysmal_exertion-induced_dyskinesia],[98809:Paroxysmal_kinesigenic_dyskinesia],[98810:Paroxysmal_non-kinesigenic_dyskinesia]
PRRT2	ENSG00000167371	[306:Benign_familial_infantile_epilepsy],[569:Familial_or_sporadic_hemiplegic_migraine],[31709:Infantile_convulsions_and_choreoathetosis],[98811:Paroxysmal_exertion-induced_dyskinesia],[98809:Paroxysmal_kinesigenic_dyskinesia],[98810:Paroxysmal_non-kinesigenic_dyskinesia]
PRRX1	5396	[990:Agnathia-holoprosencephaly-situs_inversus_syndrome]
PRRX1	ENSG00000116132	[990:Agnathia-holoprosencephaly-situs_inversus_syndrome]
PRSS1	5644	[676:Hereditary_chronic_pancreatitis]
PRSS1	ENSG00000204983	[676:Hereditary_chronic_pancreatitis]
PRSS12	8492	[88616:Autosomal_recessive_non-syndromic_intellectual_disability]
PRSS12	ENSG00000164099	[88616:Autosomal_recessive_non-syndromic_intellectual_disability]
PRSS2	5645	[676:Hereditary_chronic_pancreatitis]
PRSS56	646960	[35612:Nanophthalmia]
PRSS56	ENSG00000237412	[35612:Nanophthalmia]
PRTN3	5657	[900:Granulomatosis_with_polyangiitis]
PRTN3	ENSG00000196415	[900:Granulomatosis_with_polyangiitis]
PRUNE	58497	[544469:PRUNE1-related_neurological_syndrome]
PRUNE	ENSG00000143363	[544469:PRUNE1-related_neurological_syndrome]
PRX	57716	[99952:Charcot-Marie-Tooth_disease_type_4F],[64748:Dejerine-Sottas_syndrome]
PRX	ENSG00000105227	[99952:Charcot-Marie-Tooth_disease_type_4F],[64748:Dejerine-Sottas_syndrome]
PSAP	5660	[309252:Atypical_Gaucher_disease_due_to_saposin_C_deficiency],[139406:Encephalopathy_due_to_prosaposin_deficiency],[206436:Infantile_Krabbe_disease],[309271:Metachromatic_leukodystrophy,_adult_form],[309263:Metachromatic_leukodystrophy,_juvenile_form],[309256:Metachromatic_leukodystrophy,_late_infantile_form]
PSAP	ENSG00000197746	[309252:Atypical_Gaucher_disease_due_to_saposin_C_deficiency],[139406:Encephalopathy_due_to_prosaposin_deficiency],[206436:Infantile_Krabbe_disease],[309271:Metachromatic_leukodystrophy,_adult_form],[309263:Metachromatic_leukodystrophy,_juvenile_form],[309256:Metachromatic_leukodystrophy,_late_infantile_form]
